mp_id,mp_name,state,constituency,constituency_type,house,party,allocated_amount,released_amount,expenditure_amount,utilization_pct,total_works_recommended,total_works_completed,risk_tier,deviation_pct
161,Vijay Kumar Hansdak,Jharkhand,RAJMAHAL(ST),ST,Lok Sabha,BSP,147223957.11,145774469.75687942,83410346.15194699,56.66,60,41,Moderate Risk,0.15
162,Vishnu Dayal Ram,Jharkhand,PALAMU(SC),SC,Lok Sabha,SP,158176083.11,132843084.86368465,88251663.1593485,55.79,72,43,Moderate Risk,7.6
163,Basavaraj Bommai,Karnataka,HAVERI,General,Lok Sabha,BJP,147000000.0,137680399.1384409,39770056.34173721,27.05,19,7,High Risk,0.0
164,Captain Brijesh Chowta,Karnataka,DAKSHINA KANNADA,General,Lok Sabha,BJP,147000000.0,146247207.34538528,65759944.26388084,44.73,79,48,Moderate Risk,0.0
165,Dr C N Manjunath,Karnataka,BANGALORE RURAL,General,Lok Sabha,INC,147000000.0,146102430.73829585,130486759.67989561,88.77,71,53,Clean / Exemplary,0.0
166,Dr. Prabha Mallikarjun,Karnataka,DAVANAGERE,General,Lok Sabha,DMK,147000000.0,143880441.94169816,111105191.97591344,75.58,66,48,Clean / Exemplary,0.0
167,Dr.K.Sudhakar,Karnataka,CHIKBALLAPUR,General,Lok Sabha,TMC,147000000.0,135576754.52177864,45179859.38064465,30.73,16,3,High Risk,0.0
168,E. Tukaram,Karnataka,BELLARY(ST),ST,Lok Sabha,INC,147000000.0,129306159.59157375,112013619.86073536,76.2,49,43,Clean / Exemplary,0.0
169,G. Kumar Naik,Karnataka,RAICHUR(ST),ST,Lok Sabha,Others,147000000.0,132364533.30373853,72064822.33151074,49.02,53,24,Moderate Risk,0.0
170,Govind Makthappa Karjol,Karnataka,CHITRADURGA(SC),SC,Lok Sabha,AITC,147000000.0,140050010.34829697,74277419.8480241,50.53,24,14,Moderate Risk,0.0
171,H.D. Kumaraswamy,Karnataka,MANDYA,General,Lok Sabha,RJD,147000000.0,121061881.83697017,57420423.89884306,39.06,52,12,High Risk,0.0
172,Jagadish Shettar,Karnataka,BELGAUM,General,Lok Sabha,BJP,147000000.0,134952781.60595116,111659893.94590797,75.96,38,28,Clean / Exemplary,0.0
173,K. Rajashekar Basavaraj Hitnal,Karnataka,KOPPAL,General,Lok Sabha,BJP,147000000.0,140519783.52286255,47564734.4933668,32.36,37,9,High Risk,0.0
174,Kota Srinivas Poojary,Karnataka,UDUPI CHIKMAGALUR,General,Lok Sabha,BSP,147000000.0,142436626.9066365,118781323.98263234,80.8,64,46,Clean / Exemplary,0.0
175,M. Mallesh Babu,Karnataka,KOLAR(SC),SC,Lok Sabha,NCP,147065957.11,127637079.17949633,95355750.25179045,64.84,67,30,Moderate Risk,0.04
176,P C Mohan,Karnataka,BANGALORE CENTRAL,General,Lok Sabha,YSR Congress,159995711.11,143892682.2558108,62842929.56619002,39.28,79,34,High Risk,8.84
177,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,BAGALKOT,General,Lok Sabha,NCP,167541747.11,141864703.7927979,85048197.82232918,50.76,50,26,Moderate Risk,13.97
178,Pralhad Venkatesh Joshi,Karnataka,DHARWAD,General,Lok Sabha,RJD,147000000.0,132210726.3974314,91201156.90280752,62.04,79,34,Moderate Risk,0.0
179,Priyanka Satish Jarkiholi,Karnataka,CHIKKODI,General,Lok Sabha,BSP,147000000.0,131118132.458818,45043357.386937894,30.64,18,4,High Risk,0.0
180,Radhakrishna,Karnataka,GULBARGA(SC),SC,Lok Sabha,TMC,147000000.0,120826244.24111861,111878168.81275962,76.11,50,33,Clean / Exemplary,0.0
181,Ramesh Chandappa Jigajinagi,Karnataka,BIJAPUR(SC),SC,Lok Sabha,BJP,269500000.0,234755228.25216135,79937542.85599947,29.66,65,14,High Risk,83.33
182,Sagar Eshwar Khandre,Karnataka,BIDAR,General,Lok Sabha,BJP,147000000.0,119277408.80184689,97000685.57988866,65.99,33,27,Clean / Exemplary,0.0
183,Shobha Karandlaje,Karnataka,BANGALORE NORTH,General,Lok Sabha,INC,147000000.0,132129845.94915882,113946436.77440752,77.51,68,45,Clean / Exemplary,0.0
184,Shreyas. M. Patel,Karnataka,HASSAN,General,Lok Sabha,INC,147000000.0,130840318.77981915,54083046.20258671,36.79,63,26,High Risk,0.0
185,Shri B Y Raghavendra,Karnataka,SHIMOGA,General,Lok Sabha,TDP,147000000.0,133671457.67352098,75402015.45768118,51.29,39,20,Moderate Risk,0.0
186,Shri Ls Tejasvi Surya,Karnataka,BANGALORE SOUTH,General,Lok Sabha,AAP,147000000.0,124580543.97021931,94361547.21316563,64.19,48,26,Moderate Risk,0.0
187,Sunil Bose,Karnataka,CHAMARAJANAGAR(SC),SC,Lok Sabha,TDP,147000000.0,134908706.7506608,130343601.21294029,88.67,39,34,Clean / Exemplary,0.0
188,V. Somanna,Karnataka,TUMKUR,General,Lok Sabha,SP,147000000.0,126937051.78067684,94181487.0101597,64.07,15,8,Moderate Risk,0.0
189,Vishweshwar Hegde Kageri,Karnataka,UTTARA KANNADA,General,Lok Sabha,BJP,147000000.0,128745365.03095493,56935286.43530827,38.73,36,10,High Risk,0.0
190,Yaduveer Krishnadatta Chamaraja Wadiyar,Karnataka,MYSORE,General,Lok Sabha,INC,147000000.0,140355346.51769122,82808421.62533057,56.33,65,38,Moderate Risk,0.0
191,Adv Adoor Prakash,Kerala,ATTINGAL,General,Lok Sabha,BJP,147000000.0,137716450.9794574,112584087.12118386,76.59,43,40,Clean / Exemplary,0.0
192,Adv Dean Kuriakose,Kerala,IDUKKI,General,Lok Sabha,BJP,147000000.0,144334019.8211162,41957734.36552774,28.54,31,12,High Risk,0.0
193,Adv K Francis George,Kerala,KOTTAYAM,General,Lok Sabha,AITC,188722256.11,184752572.16832793,102075223.55989061,54.09,53,35,Moderate Risk,28.38
194,Anto Antony,Kerala,PATHANAMTHITTA,General,Lok Sabha,BJP,147000000.0,144017493.14269614,95465056.38927622,64.94,54,27,Moderate Risk,0.0
195,Dr Shashi Tharoor,Kerala,THIRUVANANTHAPURAM,General,Lok Sabha,Independent,147000000.0,121254338.37047502,125048548.94310129,85.07,62,57,Clean / Exemplary,0.0
196,Dr. M.P Abdussamad Samadani,Kerala,PONNANI,General,Lok Sabha,DMK,170434031.11,167245964.0800958,112457457.6558971,65.98,55,38,Clean / Exemplary,15.94
197,E.T. Mohammed Basheer,Kerala,MALAPPURAM,General,Lok Sabha,INC,163895872.11,155291379.73623216,109472977.01990043,66.79,44,34,Clean / Exemplary,11.49
198,K Radhakrishnan,Kerala,ALATHUR(SC),SC,Lok Sabha,INC,147000000.0,143446078.24232763,110314901.98336029,75.04,76,67,Clean / Exemplary,0.0
199,K. C Venugopal,Kerala,ALAPPUZHA,General,Lok Sabha,YSR Congress,147000000.0,132673042.22388536,126407099.55850443,85.99,29,25,Clean / Exemplary,0.0
200,Priyanka Gandhi Vadra,Kerala,WAYANAD,General,Lok Sabha,BJP,122500000.0,113179904.89499682,33560746.67544454,27.4,57,16,High Risk,-16.67
201,Shafi Parambil,Kerala,VADAKARA,General,Lok Sabha,JDU,147000000.0,125740991.92890759,61994776.57024849,42.17,78,50,Moderate Risk,0.0
202,Shri Benny Behanan,Kerala,CHALAKUDY,General,Lok Sabha,INC,164674770.11,133123896.83255973,113744178.84934615,69.07,63,52,Clean / Exemplary,12.02
203,Shri Hibi Eden,Kerala,ERNAKULAM,General,Lok Sabha,JDU,162177260.11,157385372.09589902,96864792.71407127,59.73,58,39,Moderate Risk,10.32
204,Shri Kumbakudi Sudhakaran,Kerala,KANNUR,General,Lok Sabha,JDU,147000000.0,130635372.42274812,109032216.57463309,74.17,54,39,Clean / Exemplary,0.0
205,Shri M K Raghavan,Kerala,KOZHIKODE,General,Lok Sabha,TMC,147000000.0,136775393.2306369,40124732.20897897,27.3,76,12,High Risk,0.0
206,Shri Nk Premachandran,Kerala,KOLLAM,General,Lok Sabha,TMC,171477994.11,138747946.35047734,68892421.43349274,40.18,24,16,Moderate Risk,16.65
207,Shri Rajmohan Unnithan,Kerala,KASARAGOD,General,Lok Sabha,BJP,156754633.11,141598737.05734357,85323432.31395273,54.43,15,9,Moderate Risk,6.64
208,Shri Suresh Kodikunnil,Kerala,MAVELIKKARA(SC),SC,Lok Sabha,INC,172429519.11,152490741.28249958,60797898.01788245,35.26,41,8,High Risk,17.3
209,Suresh Gopi,Kerala,THRISSUR,General,Lok Sabha,INC,147000000.0,142500884.3136876,40643287.240860045,27.65,73,25,High Risk,0.0
210,Vellalath Kochukrishnan Nair Sreekandan,Kerala,PALAKKAD,General,Lok Sabha,INC,167807990.11,164785538.10491604,103298066.00149845,61.56,39,20,Moderate Risk,14.16
211,Mohamed Haneefa,Ladakh,LADAKH,General,Lok Sabha,TDP,161114542.0,147278339.19809023,80375196.35887034,49.89,16,9,Moderate Risk,9.6
212,Muhammed Hamdullah Sayeed,Lakshadweep,LAKSHADWEEP(ST),ST,Lok Sabha,BSP,153942460.41,147717447.5387956,87291125.45384,56.7,43,27,Moderate Risk,4.72
213,Alok Sharma,Madhya Pradesh,BHOPAL,General,Lok Sabha,SP,147000000.0,124326666.06545371,55052170.37941923,37.45,20,5,High Risk,0.0
214,Anita Nagarsingh Chouhan,Madhya Pradesh,RATLAM(ST),ST,Lok Sabha,RJD,147000000.0,143393776.98940083,64495727.5230716,43.87,31,17,Moderate Risk,0.0
215,Ashish Dubey,Madhya Pradesh,JABALPUR,General,Lok Sabha,AAP,147000000.0,128169039.84586081,105625090.76690763,71.85,34,26,Clean / Exemplary,0.0
216,Bharat Singh Kushwah,Madhya Pradesh,GWALIOR,General,Lok Sabha,INC,151455276.04,144682588.69004256,105443474.69230054,69.62,37,34,Clean / Exemplary,3.03
217,Bharti Pardhi,Madhya Pradesh,BALAGHAT,General,Lok Sabha,BJP,154398389.01,151476614.9275648,101626454.22333898,65.82,20,18,Clean / Exemplary,5.03
218,Bunty Vivek Sahu,Madhya Pradesh,CHHINDWARA,General,Lok Sabha,TMC,147000000.0,136050207.55447146,94165119.8641185,64.06,52,32,Moderate Risk,0.0
219,Darshan Singh Choudhary,Madhya Pradesh,HOSHANGABAD,General,Lok Sabha,BJP,147000000.0,123253297.15297492,78170652.78304957,53.18,17,6,Moderate Risk,0.0
220,Dr. Lata Wankhede,Madhya Pradesh,SAGAR,General,Lok Sabha,SP,147000000.0,132379979.4687189,77009749.9454025,52.39,30,12,Moderate Risk,0.0
221,Dr. Rajesh Mishra,Madhya Pradesh,SIDHI,General,Lok Sabha,SP,262724510.35,248013857.57963544,47286073.09112765,18.0,56,18,High Risk,78.72
222,Durga Das Uikey,Madhya Pradesh,BETUL(ST),ST,Lok Sabha,BJP,151569502.91,149169911.60940474,105179607.26180378,69.39,71,65,Clean / Exemplary,3.11
223,Faggan Singh Kulaste,Madhya Pradesh,MANDLA(ST),ST,Lok Sabha,BJP,151861648.41,150679263.2577667,46353912.828015015,30.52,24,7,High Risk,3.31
224,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),ST,Lok Sabha,TMC,147000000.0,134206329.31792092,49021766.45629129,33.35,19,7,High Risk,0.0
225,Ganesh Singh,Madhya Pradesh,SATNA,General,Lok Sabha,BJD,147000000.0,118396622.17960243,45468102.26898099,30.93,29,12,High Risk,0.0
226,Gyaneshwar Patil,Madhya Pradesh,KHANDWA,General,Lok Sabha,Others,155690684.77,140921560.70791426,55385782.47070273,35.57,26,8,High Risk,5.91
227,Janardan Mishra,Madhya Pradesh,REWA,General,Lok Sabha,DMK,147000000.0,144515355.94908842,124608051.862072,84.77,17,15,Clean / Exemplary,0.0
228,Jyotiraditya M. Scindia,Madhya Pradesh,GUNA,General,Lok Sabha,BJP,147000000.0,128025891.43463884,105297218.83349693,71.63,33,23,Clean / Exemplary,0.0
229,Mahendra Singh Solanky,Madhya Pradesh,DEWAS(SC),SC,Lok Sabha,BJP,147000000.0,146892217.13206822,86546909.39148226,58.88,78,50,Moderate Risk,0.0
230,Rahul Singh Lodhi,Madhya Pradesh,DAMOH,General,Lok Sabha,INC,163058785.37,138752284.7560503,69489581.73819728,42.62,69,33,Moderate Risk,10.92
231,Rodmal Nagar,Madhya Pradesh,RAJGARH,General,Lok Sabha,INC,147000000.0,136303614.52242205,125417361.79525208,85.32,66,57,Clean / Exemplary,0.0
232,Savitri Thakur,Madhya Pradesh,DHAR(ST),ST,Lok Sabha,TMC,147000000.0,144331074.05232987,32195527.644110106,21.9,50,17,High Risk,0.0
233,Shankar Lalwani,Madhya Pradesh,INDORE,General,Lok Sabha,YSR Congress,147000000.0,120053844.09868787,45051530.743571885,30.65,72,22,High Risk,0.0
234,Shivmangal Singh Tomar,Madhya Pradesh,MORENA,General,Lok Sabha,SP,147000000.0,123109911.15646891,121007553.65553182,82.32,70,60,Clean / Exemplary,0.0
235,Shivraj Singh Chouhan,Madhya Pradesh,VIDISHA,General,Lok Sabha,SP,147000000.0,126841893.32760221,113681635.57636441,77.33,45,36,Clean / Exemplary,0.0
236,Shri Anil Firojiya,Madhya Pradesh,UJJAIN(SC),SC,Lok Sabha,BJP,147000000.0,126536024.1964773,60816468.632093646,41.37,57,38,Moderate Risk,0.0
237,Shri Sudheer Gupta,Madhya Pradesh,MANDSOUR,General,Lok Sabha,TMC,148988014.83,140116039.75360465,74935723.42924318,50.3,79,35,Moderate Risk,1.35
238,Smt Himadri Singh,Madhya Pradesh,SHAHDOL (ST),ST,Lok Sabha,BJP,150724861.11,140048186.78295183,66070391.22531722,43.84,56,35,Moderate Risk,2.53
239,Smt Sandhya Ray,Madhya Pradesh,BHIND(SC),SC,Lok Sabha,SP,147000000.0,131080576.46112758,45866565.962062664,31.2,33,8,High Risk,0.0
240,Virendra Kumar,Madhya Pradesh,TIKAMGARH(SC),SC,Lok Sabha,TDP,147000000.0,123832625.20814055,72258306.04290915,49.16,57,30,Moderate Risk,0.0
241,Vishnu Dutt Sharma,Madhya Pradesh,KHAJURAHO,General,Lok Sabha,BJP,147000000.0,120878459.04224554,58974447.47630816,40.12,48,21,Moderate Risk,0.0
242,Aashtikar Patil Nagesh Bapurao,Maharashtra,HINGOLI,General,Lok Sabha,SP,190289442.0,175015231.381284,68953669.56662348,36.24,25,9,High Risk,29.45
243,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),ST,Lok Sabha,TMC,147816309.11,134415586.41700414,83517532.24353261,56.5,27,10,Moderate Risk,0.56
244,Amar Sharadrao Kale,Maharashtra,WARDHA,General,Lok Sabha,RJD,147000000.0,141358739.15919384,59215424.50482673,40.28,56,23,Moderate Risk,0.0
245,Amol Ramsing Kolhe,Maharashtra,SHIRUR,General,Lok Sabha,TDP,147000000.0,117804392.63761702,73349391.44964178,49.9,48,30,Moderate Risk,0.0
246,Anil Yeshwant Desai,Maharashtra,MUMBAI SOUTH CENTRAL,General,Lok Sabha,INC,147000000.0,145139861.66886,47342305.54461362,32.21,23,8,High Risk,0.0
247,Anup Sanjay Dhotre,Maharashtra,AKOLA,General,Lok Sabha,BJD,147000000.0,117748810.56507884,30346376.61135119,20.64,25,8,High Risk,0.0
248,Arvind Ganpat Sawant,Maharashtra,MUMBAI SOUTH,General,Lok Sabha,AAP,147000000.0,134359798.40062734,86694849.90696423,58.98,21,8,Moderate Risk,0.0
249,Bachhav Shobha Dinesh,Maharashtra,DHULE,General,Lok Sabha,BJP,147000000.0,122199249.05452994,101015745.80704151,68.72,31,24,Clean / Exemplary,0.0
250,Bajrang Manohar Sonwane,Maharashtra,BEED,General,Lok Sabha,BJP,165899107.19,136570555.23785666,73391951.98591083,44.24,17,7,Moderate Risk,12.86
251,Balwant Baswant Wankhade,Maharashtra,AMRAVATI(SC),SC,Lok Sabha,BJD,198293678.0,165096715.7637599,79504041.2747014,40.09,19,7,Moderate Risk,34.89
252,Balya Mama Suresh Gopinath Mhatre,Maharashtra,BHIWANDI,General,Lok Sabha,DMK,147000000.0,145242769.09789374,95504943.72742987,64.97,52,33,Moderate Risk,0.0
253,Bhaskar Murlidhar Bhagare,Maharashtra,DINDORI(ST),ST,Lok Sabha,CPI(M),147000000.0,134459073.91082463,62257373.30805368,42.35,56,31,Moderate Risk,0.0
254,Bhausaheb Rajaram Wakchaure,Maharashtra,SHIRDI(SC),SC,Lok Sabha,INC,147000000.0,137372042.60866493,75545044.21156912,51.39,63,30,Moderate Risk,0.0
255,Bhumare Sandipanrao Asaram,Maharashtra,AURANGABAD_MH,General,Lok Sabha,YSR Congress,147000000.0,120573006.67801003,44113844.083236806,30.01,20,3,High Risk,0.0
256,Chhatrapati Shahu Shahaji,Maharashtra,KOLHAPUR,General,Lok Sabha,BJP,147000000.0,137348000.1215322,127571850.70492251,86.78,55,35,Clean / Exemplary,0.0
257,Dhairyasheel Sambhajirao Mane,Maharashtra,HATKANANGLE,General,Lok Sabha,SP,147000000.0,118678486.16498359,67361213.51172958,45.82,31,20,Moderate Risk,0.0
258,Dhanorkar Pratibha Suresh Alias Balubhau,Maharashtra,CHANDRAPUR,General,Lok Sabha,TMC,147000000.0,133244136.46680027,102803672.38752045,69.93,21,19,Clean / Exemplary,0.0
259,Dr Kalge Shivaji Bandappa,Maharashtra,LATUR(SC),SC,Lok Sabha,DMK,147000000.0,122138263.82906155,92232802.367244,62.74,46,23,Moderate Risk,0.0
260,Dr. Hemant Vishnu Savara,Maharashtra,PALGHAR(ST),ST,Lok Sabha,BJD,147000000.0,132978123.48821211,46302950.607099175,31.5,38,8,High Risk,0.0
261,Dr. Kirsan Namdeo,Maharashtra,GADCHIROLI-CHIMUR(ST),ST,Lok Sabha,NCP,147000000.0,130510566.31196442,119663935.64966886,81.4,39,25,Clean / Exemplary,0.0
262,Dr. Prashant Yadaorao Padole,Maharashtra,BHANDARA-GONDIYA,General,Lok Sabha,TDP,159680283.39,138668968.82750055,84304143.56951584,52.8,68,39,Moderate Risk,8.63
263,Gaikwad Varsha Eknath,Maharashtra,MUMBAI NORTH-CENTRAL,General,Lok Sabha,BJP,147000000.0,144002796.10955697,36302169.52326919,24.7,28,6,High Risk,0.0
264,Kalyan Vaijinathrao Kale,Maharashtra,JALNA,General,Lok Sabha,BJD,147000000.0,134232519.74147627,114259671.39369783,77.73,32,29,Clean / Exemplary,0.0
265,Mohite Patil Dhairyasheel Rajsinh,Maharashtra,MADHA,General,Lok Sabha,BJP,195613601.7,182227579.23896667,72016970.91643195,36.82,79,17,High Risk,33.07
266,Murlidhar Mohol,Maharashtra,PUNE,General,Lok Sabha,BJP,147000000.0,127632686.132209,82813515.69051683,56.34,39,22,Moderate Risk,0.0
267,Narayan Tatu Rane,Maharashtra,RATNAGIRI-SINDHUDURG,General,Lok Sabha,INC,147000000.0,120581772.35640697,35601514.46079581,24.22,46,15,High Risk,0.0
268,Naresh Ganpat Mhaske,Maharashtra,THANE,General,Lok Sabha,SP,147000000.0,125615145.6215659,61433562.243152775,41.79,41,25,Moderate Risk,0.0
269,Nilesh Dnyandev Lanke,Maharashtra,AHMEDNAGAR,General,Lok Sabha,DMK,147000000.0,118876328.46593168,79156847.04748026,53.85,56,35,Moderate Risk,0.0
270,Nitin Jairam Gadkari,Maharashtra,NAGPUR,General,Lok Sabha,BSP,168195086.11,143800273.8505133,74236021.56297426,44.14,68,41,Moderate Risk,14.42
271,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,General,Lok Sabha,BJD,184758519.11,170239974.30165523,51494853.63805308,27.87,50,13,High Risk,25.69
272,Piyush Vedprakash Goyal,Maharashtra,MUMBAI NORTH,General,Lok Sabha,DMK,147000000.0,120442287.61961357,100401503.2654465,68.3,44,32,Clean / Exemplary,0.0
273,Praniti Sushilkumar Shinde,Maharashtra,SOLAPUR(SC),SC,Lok Sabha,AITC,147000000.0,121021172.09783301,117011628.15197036,79.6,68,52,Clean / Exemplary,0.0
274,Prataprao Jadhav,Maharashtra,BULDHANA,General,Lok Sabha,BJD,147000000.0,141780928.57085022,65013661.86073813,44.23,23,12,Moderate Risk,0.0
275,Rajabhau,Maharashtra,NASHIK,General,Lok Sabha,BJP,152878682.11,124481672.61444478,51048761.29961296,33.39,15,5,High Risk,4.0
276,Ravindra Dattaram Waikar,Maharashtra,MUMBAI NORTH WEST,General,Lok Sabha,DMK,147000000.0,135342537.39793578,89080331.72635472,60.6,58,40,Moderate Risk,0.0
277,Ravindra Vasantrao Chavan,Maharashtra,NANDED,General,Lok Sabha,BSP,147000000.0,138405819.48138294,35424890.61920546,24.1,66,10,High Risk,0.0
278,Sanjay Dina Patil,Maharashtra,MUMBAI NORTH EAST,General,Lok Sabha,JDU,147000000.0,118241607.8651994,71701737.5076127,48.78,58,24,Moderate Risk,0.0
279,Sanjay Haribhau Jadhav,Maharashtra,PARBHANI,General,Lok Sabha,AITC,147000000.0,119136381.65100911,128533287.28057435,87.44,42,29,Clean / Exemplary,0.0
280,Sanjay Uttamrao Deshmukh,Maharashtra,YAVATMAL-WASHIM,General,Lok Sabha,TMC,185640423.0,152773486.78420687,93782723.18646638,50.52,70,33,Moderate Risk,26.29
281,Shrikant Eknath Shinde,Maharashtra,KALYAN,General,Lok Sabha,YSR Congress,147000000.0,137785743.45668265,55907782.97233999,38.03,22,7,High Risk,0.0
282,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,Maharashtra,SATARA,General,Lok Sabha,INC,147000000.0,121158135.01426469,68897021.06532839,46.87,42,27,Moderate Risk,0.0
283,Shrirang Appa Barne,Maharashtra,MAVAL,General,Lok Sabha,INC,147000000.0,135053627.26153103,98196125.34778786,66.8,15,12,Clean / Exemplary,0.0
284,Shyamkumar,Maharashtra,RAMTEK(SC),SC,Lok Sabha,YSR Congress,147000000.0,143286738.64791054,94854283.17554191,64.53,62,26,Moderate Risk,0.0
285,Smita Uday Wagh,Maharashtra,JALGAON,General,Lok Sabha,DMK,148107373.11,128651021.53110282,47023443.573778614,31.75,62,13,High Risk,0.75
286,Smt Raksha Nikhil Khadse,Maharashtra,RAVER,General,Lok Sabha,BJP,153112586.11,152746217.27755502,83034746.8311905,54.23,44,29,Moderate Risk,4.16
287,Smt Supriya Sadanand Sule,Maharashtra,BARAMATI,General,Lok Sabha,INC,147000000.0,133517383.656019,69477686.98545906,47.26,25,16,Moderate Risk,0.0
288,Sunil Dattatray Tatkare,Maharashtra,RAIGAD,General,Lok Sabha,BSP,147000000.0,128964290.90059702,58807127.86361205,40.0,48,25,Moderate Risk,0.0
289,Vishal,Maharashtra,SANGLI,General,Lok Sabha,BJD,147000000.0,139314765.26909053,59786522.042141594,40.67,35,21,Moderate Risk,0.0
290,Alfred Kanngam S Arthur,Manipur,OUTER MANIPUR(ST),ST,Lok Sabha,INC,147000000.0,118347322.3262764,80211566.86589581,54.57,22,11,Moderate Risk,0.0
291,Angomcha Bimol Akoijam,Manipur,INNER MANIPUR,General,Lok Sabha,BJP,147000000.0,118798789.16171007,115352626.7961326,78.47,53,36,Clean / Exemplary,0.0
292,Andrew J. Syngkon,Meghalaya,SHILLONG,General,Lok Sabha,YSR Congress,98000000.0,88901183.80786528,44829922.90454077,45.74,20,9,Moderate Risk,-33.33
293,Saleng A Sangma,Meghalaya,TURA,General,Lok Sabha,JDU,147000000.0,124936658.27557549,56329514.85642473,38.32,32,10,High Risk,0.0
294,Richard Vanlalhmangaiha,Mizoram,MIZORAM (ST),ST,Lok Sabha,BJP,147000000.0,127248866.95611377,82626985.9078416,56.21,43,22,Moderate Risk,0.0
295,S Supongmeren Jamir,Nagaland,NAGALAND,General,Lok Sabha,INC,147000000.0,143258269.3642473,126195894.32236853,85.85,69,53,Clean / Exemplary,0.0
296,Ananta Nayak,Odisha,KEONJHAR(ST),ST,Lok Sabha,BJP,147000000.0,131989911.15216035,122860559.66596867,83.58,79,60,Clean / Exemplary,0.0
297,Anita Subhadarshini,Odisha,ASKA,General,Lok Sabha,DMK,147000000.0,133171727.0036666,97312358.33691703,66.2,30,20,Clean / Exemplary,0.0
298,Avimanyu Sethi,Odisha,BHADRAK(SC),SC,Lok Sabha,SHS,147000000.0,128189604.85749114,32538475.71872819,22.14,23,6,High Risk,0.0
299,Baijayant Panda,Odisha,KENDRAPARA,General,Lok Sabha,YSR Congress,147000000.0,129936241.83537702,105329592.72799456,71.65,31,24,Clean / Exemplary,0.0
300,Balabhadra Majhi,Odisha,NABARANGPUR(ST),ST,Lok Sabha,AAP,147413962.11,131911138.26292652,46625786.281733744,31.63,21,4,High Risk,0.28
301,Bibhu Prasad Tarai,Odisha,JAGATSINGHPUR(SC),SC,Lok Sabha,SP,147000000.0,128662031.81460893,126871878.61279905,86.31,20,14,Clean / Exemplary,0.0
302,Dharmendra Pradhan,Odisha,SAMBALPUR,General,Lok Sabha,BJP,147000000.0,125515750.98991181,75438732.54613347,51.32,39,16,Moderate Risk,0.0
303,Dr. Pradeep Kumar Panigrahy,Odisha,BERHAMPUR,General,Lok Sabha,BJP,147000000.0,139472021.0016367,45007345.124500096,30.62,17,7,High Risk,0.0
304,Malvika Devi,Odisha,KALAHANDI,General,Lok Sabha,JDU,147000000.0,122882683.40078513,42938314.79959503,29.21,30,11,High Risk,0.0
305,Naba Charan Majhi,Odisha,MAYURBHANJ (ST),ST,Lok Sabha,DMK,147563957.11,135992141.8959845,67809934.22690447,45.95,64,31,Moderate Risk,0.38
306,Pradeep Purohit,Odisha,BARGARH,General,Lok Sabha,BJP,147000000.0,128188010.37966266,33120903.15599802,22.53,20,4,High Risk,0.0
307,Pratap Chandra Sarangi,Odisha,BALASORE,General,Lok Sabha,INC,147064254.11,122755253.9612581,62042240.36673213,42.19,60,36,Moderate Risk,0.04
308,Rabindra Narayan Behera,Odisha,JAJPUR(SC),SC,Lok Sabha,BSP,147064617.11,117976155.42388764,92800002.63522302,63.1,42,17,Moderate Risk,0.04
309,Rudra Narayan Pany,Odisha,DHENKANAL,General,Lok Sabha,BJP,155013957.11,140073053.6178691,48004211.55310792,30.97,34,7,High Risk,5.45
310,Sambit Patra,Odisha,PURI,General,Lok Sabha,BSP,147000000.0,119521765.03239293,107542081.20280845,73.16,46,33,Clean / Exemplary,0.0
311,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),ST,Lok Sabha,INC,269500000.0,250687469.8794364,76485303.98203894,28.38,50,11,High Risk,83.33
312,Shri Bhartruhari Mahtab,Odisha,CUTTACK,General,Lok Sabha,TDP,147000000.0,126191215.9755798,123870077.22129259,84.27,74,53,Clean / Exemplary,0.0
313,Shri Jual Oram,Odisha,SUNDARGARH (ST),ST,Lok Sabha,DMK,173096756.91,172938806.67985228,106944596.33465321,61.78,70,45,Moderate Risk,17.75
314,Smt Aparajita Sarangi,Odisha,BHUBANESWAR,General,Lok Sabha,BSP,147420861.41,131098999.05963138,60465030.39293244,41.02,66,37,Moderate Risk,0.29
315,Smt Sangeeta Kumari Singh Deo,Odisha,BOLANGIR,General,Lok Sabha,CPI(M),147000000.0,126830621.49089418,122018559.53239587,83.01,72,57,Clean / Exemplary,0.0
316,Sukanta Kumar Panigrahi,Odisha,KANDHAMAL,General,Lok Sabha,JDU,190712424.11,180114276.68568686,60708517.306296766,31.83,49,17,High Risk,29.74
317,Vaithilingam Ve,Puducherry,PUDUCHERRY,General,Lok Sabha,BJP,209368972.11,197098965.78490832,84446617.77677037,40.33,19,11,Moderate Risk,42.43
318,Amrinder Singh Raja Warring,Punjab,LUDHIANA,General,Lok Sabha,AAP,147000000.0,128290710.30995125,62657581.70493572,42.62,78,43,Moderate Risk,0.0
319,Charanjit Singh Channi,Punjab,JALANDHAR(SC),SC,Lok Sabha,Others,147000000.0,133929692.14471726,113047513.839485,76.9,64,51,Clean / Exemplary,0.0
