work_id,mp_id,mp_name,state,district,constituency,constituency_type,house,party,work_category,work_subcategory,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,expected_completion_days,actual_completion_days,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,is_anomalous,anomaly_type,cost_overrun_ratio,delay_days,cost_deviation_pct
W002539,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,Borewell Installation,1354962.47,1487555.51,1290663.77,130,162,1,1,1,0,3,0,clean,-0.1324,32,-4.75
W002867,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Medical Equipment Purchase,6238907.81,6854434.58,8061758.71,98,531,1,1,1,1,8,1,delay_anomaly,0.1761,433,29.22
W003209,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,Borewell Installation,2189391.63,2184212.64,2397268.16,73,192,1,1,0,1,7,1,delay_anomaly,0.0975,119,9.49
W003628,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Road,Bridge Repair,2405847.78,5407029.94,9496485.19,36,47,1,1,0,1,5,1,cost_anomaly,0.7563,11,294.73
W003785,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,Pipeline Laying,2037177.85,2330779.71,2493083.27,95,512,0,1,0,1,9,1,delay_anomaly,0.0696,417,22.38
W003892,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,Water Purification Unit,2313733.32,2483761.1,2448867.72,98,203,0,1,0,0,6,1,delay_anomaly,-0.014,105,5.84
W004001,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Community,Park Development,3250743.2,3247526.0,3743349.38,66,387,0,1,1,0,8,1,delay_anomaly,0.1527,321,15.15
W005392,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Community,Park Development,2853655.11,3112550.22,3148985.27,60,69,1,1,1,0,2,0,clean,0.0117,9,10.35
W005709,144,Abdul Rashid Sheikh,Jammu And Kashmir,Srinagar,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,RO Plant Installation,2116693.37,2022908.22,1730817.08,141,158,1,0,0,0,1,0,clean,-0.1444,17,-18.23
W005972,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Community Health Centre Upgrade,5340735.67,5249303.77,5375286.35,116,105,1,0,1,0,2,0,clean,0.024,0,0.65
W006049,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,Water Purification Unit,1381767.31,1389985.27,2612697.76,116,162,1,0,1,0,8,1,payment_anomaly,0.8797,46,89.08
W006059,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Road,Bridge Repair,1867623.87,1979669.37,1694133.03,151,150,1,1,1,0,4,0,clean,-0.1442,0,-9.29
W006136,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Road,CC Road Construction,3445839.84,3745352.6,3700984.85,117,113,1,1,1,0,3,0,clean,-0.0118,0,7.4
W006166,144,Abdul Rashid Sheikh,Jammu And Kashmir,Srinagar,BARAMULLAH,General,Lok Sabha,TDP,Electricity,Transformer Installation,554784.79,611577.24,659618.9,64,92,1,1,1,2,5,1,duplicate_work,0.0786,28,18.9
W006493,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Road,Footpath Construction,697127.48,707577.65,800296.57,42,167,0,1,0,0,5,1,delay_anomaly,0.131,125,14.8
W006542,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Road,Bridge Repair,2418326.67,2682228.55,2375425.29,40,47,1,1,1,4,3,1,duplicate_work,-0.1144,7,-1.77
W007388,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Education,School Building Construction,2999432.01,2863634.26,2503418.44,57,55,1,1,1,0,2,0,clean,-0.1258,0,-16.54
W007944,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Electricity,Electrical Line Extension,1844651.53,1943318.16,1728199.49,60,64,0,1,1,0,2,0,clean,-0.1107,4,-6.31
W008018,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Road,Road Repair & Resurfacing,4394293.39,4591491.73,3951782.99,34,43,1,1,1,0,4,0,clean,-0.1393,9,-10.07
W009409,144,Abdul Rashid Sheikh,Jammu And Kashmir,Srinagar,BARAMULLAH,General,Lok Sabha,TDP,Education,Classroom Addition,2737807.67,2917503.14,2964683.65,33,41,1,0,0,0,4,0,clean,0.0162,8,8.29
W009693,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Community Health Centre Upgrade,5583839.76,13124416.23,19754934.2,50,51,0,1,1,0,10,1,cost_anomaly,0.5052,1,253.79
W010004,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Medical Equipment Purchase,7244844.4,7210546.24,6776560.86,72,92,1,0,1,4,3,1,duplicate_work,-0.0602,20,-6.46
W010153,144,Abdul Rashid Sheikh,Jammu And Kashmir,Baramulla,BARAMULLAH,General,Lok Sabha,TDP,Sports,Swimming Pool Construction,1995316.98,4421925.99,5699600.19,74,105,1,1,1,0,5,1,cost_anomaly,0.2889,31,185.65
W010241,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Road,Footpath Construction,3505901.22,3457466.68,3209197.01,65,181,1,1,0,0,6,1,delay_anomaly,-0.0718,116,-8.46
W010763,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Ambulance Purchase,4886623.19,7142250.54,9466904.88,97,217,0,0,0,3,6,1,vendor_anomaly,0.3255,120,93.73
W011525,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Road,CC Road Construction,2320498.98,2261239.05,2264694.71,151,172,1,1,1,0,3,0,clean,0.0015,21,-2.4
W011674,144,Abdul Rashid Sheikh,Jammu And Kashmir,Jammu,BARAMULLAH,General,Lok Sabha,TDP,Education,Classroom Addition,3827310.8,4311298.65,3846845.03,93,75,0,1,0,1,2,1,ghost_asset,-0.1077,0,0.51
W012353,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Sanitation,Community Toilet Block,1653655.63,1699899.31,1858847.69,106,421,0,1,0,2,8,1,delay_anomaly,0.0935,315,12.41
W012651,144,Abdul Rashid Sheikh,Jammu And Kashmir,Srinagar,BARAMULLAH,General,Lok Sabha,TDP,Education,Toilet Block Construction,3877102.85,7567957.43,8776601.87,122,212,0,1,1,1,11,1,cost_anomaly,0.1597,90,126.37
W012712,144,Abdul Rashid Sheikh,Jammu And Kashmir,Anantnag,BARAMULLAH,General,Lok Sabha,TDP,Community,Community Hall Construction,1790950.48,1711948.33,1715601.07,131,110,1,0,1,0,1,0,clean,0.0021,0,-4.21
W012825,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Community,Playground Construction,833854.22,1203652.1,1612231.23,112,232,1,1,0,1,14,1,vendor_anomaly,0.3394,120,93.35
W014243,144,Abdul Rashid Sheikh,Jammu And Kashmir,Udhampur,BARAMULLAH,General,Lok Sabha,TDP,Healthcare,Medical Equipment Purchase,6465402.32,6881657.47,7103042.38,37,201,1,1,1,0,5,1,delay_anomaly,0.0322,164,9.86
W014334,144,Abdul Rashid Sheikh,Jammu And Kashmir,Jammu,BARAMULLAH,General,Lok Sabha,TDP,Water Supply,RO Plant Installation,1533200.95,1473548.49,1641233.36,42,206,1,1,1,0,4,1,delay_anomaly,0.1138,164,7.05
W014551,144,Abdul Rashid Sheikh,Jammu And Kashmir,Srinagar,BARAMULLAH,General,Lok Sabha,TDP,Road,CC Road Construction,2188433.91,2118937.82,2207006.98,172,165,1,1,1,0,2,0,clean,0.0416,0,0.85
W002213,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Srinagar,SRINAGAR,General,Lok Sabha,SHS,Education,Toilet Block Construction,1852217.53,1928159.66,1899166.38,114,101,1,1,0,0,3,0,clean,-0.015,0,2.53
W003393,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Anantnag,SRINAGAR,General,Lok Sabha,SHS,Healthcare,Medical Equipment Purchase,1259036.93,1341048.4,1382346.21,32,31,1,0,1,0,4,0,clean,0.0308,0,9.79
W003961,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Udhampur,SRINAGAR,General,Lok Sabha,SHS,Healthcare,Medical Equipment Purchase,5378658.4,5609037.19,4806570.64,170,190,0,1,1,1,4,0,clean,-0.1431,20,-10.64
W004094,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Udhampur,SRINAGAR,General,Lok Sabha,SHS,Electricity,Street Light Installation,1570431.84,1623550.1,2120577.05,57,51,1,1,1,0,9,1,payment_anomaly,0.3061,0,35.03
W006993,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Srinagar,SRINAGAR,General,Lok Sabha,SHS,Community,Cremation Ground Development,545275.03,593567.32,613644.11,111,138,1,1,1,0,4,0,clean,0.0338,27,12.54
W007193,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Srinagar,SRINAGAR,General,Lok Sabha,SHS,Water Supply,Hand Pump Installation,1879590.29,4119028.72,5041052.27,51,73,1,0,1,0,8,1,cost_anomaly,0.2238,22,168.2
W007819,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Udhampur,SRINAGAR,General,Lok Sabha,SHS,Road,Culvert Construction,2549972.24,2798659.42,2434121.73,106,132,1,1,1,1,4,0,clean,-0.1303,26,-4.54
W007977,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Baramulla,SRINAGAR,General,Lok Sabha,SHS,Electricity,Street Light Installation,1463075.5,1427816.63,1485116.38,102,113,1,1,1,0,4,0,clean,0.0401,11,1.51
W008861,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Baramulla,SRINAGAR,General,Lok Sabha,SHS,Education,Toilet Block Construction,1977956.57,3195336.69,4668451.92,140,235,1,1,1,0,11,1,cost_anomaly,0.461,95,136.02
W009177,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Baramulla,SRINAGAR,General,Lok Sabha,SHS,Education,School Building Construction,3890673.56,4212697.45,4244135.55,130,118,1,1,1,0,4,0,clean,0.0075,0,9.08
W011879,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Srinagar,SRINAGAR,General,Lok Sabha,SHS,Water Supply,Borewell Installation,579188.45,729609.97,804674.56,61,63,0,1,0,0,3,1,ghost_asset,0.1029,2,38.93
W012313,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Jammu,SRINAGAR,General,Lok Sabha,SHS,Education,Library Construction,2981556.97,4148198.71,7204436.79,43,80,1,1,1,0,8,1,cost_anomaly,0.7368,37,141.63
W012506,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Anantnag,SRINAGAR,General,Lok Sabha,SHS,Education,School Building Construction,2623400.54,4339455.83,5418172.23,102,153,1,1,0,0,11,1,cost_anomaly,0.2486,51,106.53
W012819,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Srinagar,SRINAGAR,General,Lok Sabha,SHS,Road,Bituminous Road Construction,3239624.95,3383779.67,3277442.73,144,157,1,1,1,0,2,0,clean,-0.0314,13,1.17
W013676,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Udhampur,SRINAGAR,General,Lok Sabha,SHS,Road,Bridge Repair,3909412.54,4596214.36,5652485.99,59,34,0,1,1,1,1,1,ghost_asset,0.2298,0,44.59
W014558,145,Aga Syed Ruhullah Mehdi,Jammu And Kashmir,Anantnag,SRINAGAR,General,Lok Sabha,SHS,Community,Park Development,4853135.98,5219592.44,6359587.13,107,153,0,0,0,1,3,1,ghost_asset,0.2184,46,31.04
W000116,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Sub-Centre Construction,3639888.6,4789041.45,5862890.93,105,197,1,1,0,0,7,1,cost_anomaly,0.2242,92,61.07
W000271,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Water Supply,Pipeline Laying,750740.51,777592.68,730524.02,131,169,1,1,1,0,4,0,clean,-0.0605,38,-2.69
W000754,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Community,Community Hall Construction,5761091.68,5958084.83,5784336.25,147,123,1,1,1,0,4,0,clean,-0.0292,0,0.4
W000780,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Community Health Centre Upgrade,2315513.35,2249360.25,2342390.42,87,86,1,1,1,2,3,1,duplicate_work,0.0414,0,1.16
W001279,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,3861864.08,3682582.75,3749356.22,80,228,0,1,1,0,5,1,delay_anomaly,0.0181,148,-2.91
W001348,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Electricity,Electrical Line Extension,1915582.41,1920714.86,1781592.44,78,213,1,0,1,0,8,1,delay_anomaly,-0.0724,135,-6.99
W001429,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Primary Health Centre,1798595.55,1995294.21,2129281.3,108,438,1,1,0,0,7,1,delay_anomaly,0.0672,330,18.39
W002349,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Road,CC Road Construction,4924210.86,5186249.81,8733122.45,101,144,1,1,1,0,11,1,payment_anomaly,0.6839,43,77.35
W002517,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Sanitation,Community Toilet Block,982468.44,1032402.29,1064370.72,127,124,1,1,1,0,3,0,clean,0.031,0,8.34
W002535,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Sports,Sports Equipment Purchase,6929422.06,7309302.95,6725814.56,129,130,1,1,1,0,4,0,clean,-0.0798,1,-2.94
W002863,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Community,Bus Shelter Construction,2482361.2,2680543.6,2728701.18,48,46,1,0,1,2,5,1,duplicate_work,0.018,0,9.92
W003062,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Education,Computer Lab Setup,2451960.06,2363463.9,2181035.33,53,62,1,1,1,2,3,1,duplicate_work,-0.0772,9,-11.05
W003177,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Medical Equipment Purchase,5526784.55,5955925.63,5174832.82,66,85,1,1,1,0,4,0,clean,-0.1311,19,-6.37
W003189,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Sanitation,Solid Waste Management,1058661.68,1035887.47,954014.0,35,32,1,1,1,0,4,0,clean,-0.079,0,-9.88
W003212,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Water Supply,Overhead Tank Construction,2535831.69,2601399.2,2797596.16,93,127,0,1,0,4,2,1,duplicate_work,0.0754,34,10.32
W003292,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Road,Road Repair & Resurfacing,509691.07,507173.67,520124.63,71,217,0,1,1,0,9,1,delay_anomaly,0.0255,146,2.05
W003326,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Primary Health Centre,4198130.22,4266660.02,4359131.13,37,34,1,1,0,0,1,0,clean,0.0217,0,3.84
W003903,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Education,Library Construction,1520481.69,1589864.68,1652927.61,94,116,0,1,1,2,5,1,duplicate_work,0.0397,22,8.71
W004086,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Water Supply,RO Plant Installation,1941886.71,2157764.17,2410386.34,95,401,0,1,1,0,9,1,delay_anomaly,0.1171,306,24.13
W004201,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Road,Bridge Repair,4064891.15,4337894.28,4291847.59,33,34,1,1,1,1,4,0,clean,-0.0106,1,5.58
W004651,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Road,Bituminous Road Construction,3807991.76,7492863.57,12171109.88,125,218,1,1,1,0,11,1,cost_anomaly,0.6244,93,219.62
W004790,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Medical Equipment Purchase,3372800.5,3526404.73,3686464.38,49,57,1,0,1,0,4,0,clean,0.0454,8,9.3
W005060,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Community,Community Hall Construction,5302435.32,5450855.76,4770535.13,153,162,1,1,1,0,3,0,clean,-0.1248,9,-10.03
W005189,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Education,Computer Lab Setup,2721465.73,4802278.45,6866592.74,92,122,1,1,0,0,6,1,cost_anomaly,0.4299,30,152.31
W005211,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Water Supply,Hand Pump Installation,1404396.74,1339041.93,1389164.09,49,50,1,1,1,0,4,0,clean,0.0374,1,-1.08
W005322,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Education,School Building Construction,3501979.15,3852110.03,3578030.27,66,267,1,1,0,0,6,1,delay_anomaly,-0.0712,201,2.17
W005329,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Medical Equipment Purchase,6268408.63,6874092.31,8011394.82,101,590,1,1,1,1,8,1,delay_anomaly,0.1654,489,27.81
W005882,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Road,Bituminous Road Construction,1431035.04,3383630.29,3981254.23,113,170,1,1,0,0,6,1,cost_anomaly,0.1766,57,178.21
W006504,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Water Supply,Water Purification Unit,1813472.82,1965825.72,1853820.0,179,228,1,1,1,1,4,0,clean,-0.057,49,2.22
W006696,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Road,Footpath Construction,3147552.06,3201839.6,3167152.38,115,551,0,1,0,0,9,1,delay_anomaly,-0.0108,436,0.62
W007155,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Healthcare,Sub-Centre Construction,3403573.25,5634819.43,8755621.09,112,183,1,1,1,0,11,1,cost_anomaly,0.5538,71,157.25
W008393,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Road,Bridge Repair,3422432.22,3961653.05,4852498.94,39,53,0,0,0,1,13,1,payment_anomaly,0.2249,14,41.79
W008875,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,1930464.23,3517907.1,4317794.12,75,144,1,1,1,0,7,1,cost_anomaly,0.2274,69,123.67
W009152,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Water Supply,RO Plant Installation,1360760.27,1389677.33,1393731.16,51,47,1,1,1,0,3,0,clean,0.0029,0,2.42
W009359,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Sanitation,Open Drain to Closed Drain,415823.21,483663.38,651041.61,45,75,1,1,0,1,14,1,vendor_anomaly,0.3461,30,56.57
W009978,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Electricity,Solar Light Installation,219593.19,234995.71,215186.97,108,403,1,1,1,0,5,1,delay_anomaly,-0.0843,295,-2.01
W010268,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,2224937.65,2411454.88,2023801.24,97,74,0,0,0,0,3,1,ghost_asset,-0.1608,0,-9.04
W011457,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,1862693.7,1868867.57,2004962.03,44,142,0,0,1,2,4,1,delay_anomaly,0.0728,98,7.64
W011887,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Road,Road Repair & Resurfacing,4069125.19,4245840.89,4103193.9,42,42,1,1,1,0,4,0,clean,-0.0336,0,0.84
W012086,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Sanitation,Community Toilet Block,1482326.61,2058972.72,1978958.49,32,28,1,1,0,1,1,1,ghost_asset,-0.0389,0,33.5
W012361,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Community,Cremation Ground Development,634441.74,652153.83,610120.88,86,80,1,1,1,3,2,1,duplicate_work,-0.0645,0,-3.83
W013175,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,1583749.48,1552319.72,1431037.71,51,107,1,0,0,0,6,1,delay_anomaly,-0.0781,56,-9.64
W013433,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Education,Toilet Block Construction,2383186.15,2304578.97,2334649.51,109,102,1,1,1,0,4,0,clean,0.013,0,-2.04
W013611,146,Jitendra Singh,Jammu And Kashmir,Udhampur,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,3558419.18,3670480.52,3705356.5,175,153,1,1,1,0,1,0,clean,0.0095,0,4.13
W014076,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Road,Bridge Repair,822366.05,1641939.9,2911055.44,75,114,0,1,1,0,5,1,cost_anomaly,0.7729,39,253.99
W014078,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Road,CC Road Construction,3241344.36,6293973.52,9017304.82,93,122,1,1,1,2,7,1,cost_anomaly,0.4327,29,178.2
W014103,146,Jitendra Singh,Jammu And Kashmir,Srinagar,UDHAMPUR,General,Lok Sabha,INC,Road,Culvert Construction,3419123.96,3454521.23,3212207.87,173,205,1,1,1,0,2,0,clean,-0.0701,32,-6.05
W014123,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Education,School Building Construction,2878096.83,5264715.72,8517736.85,136,251,0,1,1,2,11,1,cost_anomaly,0.6179,115,195.95
W014562,146,Jitendra Singh,Jammu And Kashmir,Anantnag,UDHAMPUR,General,Lok Sabha,INC,Education,Toilet Block Construction,3537129.3,6156849.5,10292757.23,40,45,0,1,1,1,6,1,cost_anomaly,0.6718,5,190.99
W014667,146,Jitendra Singh,Jammu And Kashmir,Jammu,UDHAMPUR,General,Lok Sabha,INC,Water Supply,Borewell Installation,424327.5,486628.81,515243.82,76,387,1,1,1,2,3,1,delay_anomaly,0.0588,311,21.43
W014770,146,Jitendra Singh,Jammu And Kashmir,Baramulla,UDHAMPUR,General,Lok Sabha,INC,Road,Bituminous Road Construction,3353102.68,3340954.63,3104145.83,66,59,1,1,1,0,1,0,clean,-0.0709,0,-7.42
W000095,147,Mian Altaf Ahmad,Jammu And Kashmir,Jammu,ANANTNAG,General,Lok Sabha,TMC,Road,Bituminous Road Construction,975992.32,1748369.4,1728516.57,62,127,1,1,1,2,11,1,vendor_anomaly,-0.0114,65,77.1
W000503,147,Mian Altaf Ahmad,Jammu And Kashmir,Udhampur,ANANTNAG,General,Lok Sabha,TMC,Education,Library Construction,840396.7,879583.64,846567.09,59,54,1,1,1,0,4,0,clean,-0.0375,0,0.73
W000723,147,Mian Altaf Ahmad,Jammu And Kashmir,Jammu,ANANTNAG,General,Lok Sabha,TMC,Water Supply,RO Plant Installation,1617922.04,3299396.56,3777239.75,33,46,0,1,1,0,4,1,cost_anomaly,0.1448,13,133.46
W004785,147,Mian Altaf Ahmad,Jammu And Kashmir,Srinagar,ANANTNAG,General,Lok Sabha,TMC,Water Supply,RO Plant Installation,538161.21,530269.44,539164.06,110,102,1,1,1,0,2,0,clean,0.0168,0,0.19
W005917,147,Mian Altaf Ahmad,Jammu And Kashmir,Baramulla,ANANTNAG,General,Lok Sabha,TMC,Road,Bituminous Road Construction,2456357.49,2738022.97,2642029.58,108,122,1,1,1,4,5,1,duplicate_work,-0.0351,14,7.56
W005919,147,Mian Altaf Ahmad,Jammu And Kashmir,Udhampur,ANANTNAG,General,Lok Sabha,TMC,Healthcare,Ambulance Purchase,4592133.81,7176728.25,7555795.56,64,162,1,0,0,3,11,1,vendor_anomaly,0.0528,98,64.54
W008247,147,Mian Altaf Ahmad,Jammu And Kashmir,Jammu,ANANTNAG,General,Lok Sabha,TMC,Water Supply,Borewell Installation,1429023.16,3173043.09,4809514.83,62,70,1,0,0,0,11,1,cost_anomaly,0.5157,8,236.56
W008432,147,Mian Altaf Ahmad,Jammu And Kashmir,Jammu,ANANTNAG,General,Lok Sabha,TMC,Road,Culvert Construction,2082068.36,2421458.43,2944722.81,49,64,0,0,0,1,3,1,ghost_asset,0.2161,15,41.43
W008978,147,Mian Altaf Ahmad,Jammu And Kashmir,Srinagar,ANANTNAG,General,Lok Sabha,TMC,Road,Footpath Construction,3780831.54,4586759.08,5075370.6,47,119,1,1,0,1,5,1,vendor_anomaly,0.1065,72,34.24
W009588,147,Mian Altaf Ahmad,Jammu And Kashmir,Anantnag,ANANTNAG,General,Lok Sabha,TMC,Sanitation,Sewage Treatment,1032117.82,1051041.83,1116126.53,31,85,0,1,1,0,5,1,delay_anomaly,0.0619,54,8.14
W009650,147,Mian Altaf Ahmad,Jammu And Kashmir,Anantnag,ANANTNAG,General,Lok Sabha,TMC,Water Supply,Overhead Tank Construction,1505993.44,1487993.09,1474827.18,87,106,1,1,1,0,4,0,clean,-0.0088,19,-2.07
W010556,147,Mian Altaf Ahmad,Jammu And Kashmir,Jammu,ANANTNAG,General,Lok Sabha,TMC,Healthcare,Sub-Centre Construction,4527596.01,4411875.68,3861497.2,52,58,0,1,1,1,3,0,clean,-0.1247,6,-14.71
