mp_id,mp_name,state,constituency,party,house,annual_allocation,total_works,anomalous_works,total_expenditure,avg_work_risk,flagged_works_count,fraud_rate,utilization_pct,underutilization_risk,mp_risk_score,risk_tier
MP0405,MP Representative 405,Andhra Pradesh,Constituency 405,YSRCP,Rajya Sabha,122500000,27,23,46453730.589999996,48.73555555555556,22,85.18518518518519,37.921412726530605,63.11788091020409,65.09,High Risk
MP0492,MP Representative 492,Manipur,Constituency 492,BJP,Lok Sabha,147000000,27,21,43339154.78,47.31074074074075,20,77.77777777777779,29.482418217687073,75.7763726734694,65.09,High Risk
MP0361,MP Representative 361,Haryana,Constituency 361,INC,Lok Sabha,147000000,28,23,52898882.76,49.482142857142854,20,82.14285714285714,35.985634530612245,66.02154820408163,65.05,High Risk
MP0490,MP Representative 490,Andhra Pradesh,Constituency 490,TDP,Rajya Sabha,147000000,27,21,43347212.89,47.21666666666666,21,77.77777777777779,29.48789992517007,75.7681501122449,65.05,High Risk
MP0131,MP Representative 131,Haryana,Constituency 131,Other,Lok Sabha,147000000,28,23,53734416.08,49.98964285714286,22,82.14285714285714,36.55402454421768,65.16896318367347,65.04,High Risk
MP0525,MP Representative 525,Andhra Pradesh,Constituency 525,YSRCP,Rajya Sabha,147000000,27,21,39381743.69,44.59925925925926,20,77.77777777777779,26.790301829931973,79.81454725510204,65.02,High Risk
MP0314,MP Representative 314,Andaman and Nicobar Islands,Constituency 314,AAP,Lok Sabha,147000000,28,25,68112585.43,52.715714285714284,24,89.28571428571429,46.335092129251706,50.49736180612244,64.96,High Risk
MP0236,MP Representative 236,Haryana,Constituency 236,RJD,Lok Sabha,147000000,28,20,28755382.48,43.135,20,71.42857142857143,19.56148468027211,90.65777297959184,64.92,High Risk
MP0243,MP Representative 243,Sikkim,Constituency 243,TMC,Lok Sabha,147000000,28,21,38062987.29,45.887857142857136,21,75.0,25.893188632653057,81.16021705102041,64.9,High Risk
MP0156,MP Representative 156,Haryana,Constituency 156,BJP,Lok Sabha,147000000,28,24,63411245.12,52.63285714285714,24,85.71428571428571,43.136901442176864,55.294647836734704,64.88,High Risk
MP0291,MP Representative 291,Haryana,Constituency 291,TMC,Lok Sabha,147000000,28,22,42632129.13,44.9975,22,78.57142857142857,29.0014483877551,76.49782741836734,64.62,High Risk
MP0529,MP Representative 529,Andaman and Nicobar Islands,Constituency 529,INC,Lok Sabha,147000000,27,22,51963031.83,48.29851851851851,22,81.48148148148148,35.34900124489796,66.97649813265306,64.58,High Risk
MP0356,MP Representative 356,Haryana,Constituency 356,RJD,Lok Sabha,147000000,28,23,54694995.08,49.44321428571429,22,82.14285714285714,37.2074796462585,64.18878053061225,64.57,High Risk
MP0177,MP Representative 177,Manipur,Constituency 177,YSRCP,Lok Sabha,147000000,28,23,54235277.89,49.090714285714284,23,82.14285714285714,36.89474686394558,64.65787970408164,64.55,High Risk
MP0041,MP Representative 041,Haryana,Constituency 041,DMK,Lok Sabha,147000000,28,21,38035598.63,44.93857142857143,21,75.0,25.874556891156463,81.18816466326531,64.52,High Risk
MP0019,MP Representative 019,Andaman and Nicobar Islands,Constituency 019,JD(U),Lok Sabha,147000000,28,21,37433882.52,44.42285714285714,18,75.0,25.465226204081638,81.80216069387754,64.47,High Risk
MP0316,MP Representative 316,Haryana,Constituency 316,BJD,Lok Sabha,147000000,28,21,40551822.57,46.353571428571435,14,75.0,27.586273857142857,78.62058921428572,64.45,High Risk
MP0212,MP Representative 212,Manipur,Constituency 212,RJD,Lok Sabha,147000000,28,22,46597368.47,47.07,21,78.57142857142857,31.698890115646254,72.45166482653062,64.44,High Risk
MP0009,MP Representative 009,Andaman and Nicobar Islands,Constituency 009,YSRCP,Lok Sabha,122500000,28,24,52248117.15,51.029999999999994,21,85.71428571428571,42.65152420408163,56.02271369387755,64.42,High Risk
MP0293,MP Representative 293,Sikkim,Constituency 293,DMK,Lok Sabha,147000000,28,21,36770251.15,43.86464285714286,18,75.0,25.013776292517004,82.47933556122449,64.42,High Risk
MP0488,MP Representative 488,Sikkim,Constituency 488,RJD,Lok Sabha,147000000,27,22,50023709.72,46.620370370370374,20,81.48148148148148,34.02973450340136,68.95539824489796,64.41,High Risk
MP0167,MP Representative 167,Manipur,Constituency 167,Other,Lok Sabha,147000000,28,21,39039728.22,45.28321428571429,20,75.0,26.55763824489796,80.16354263265306,64.4,High Risk
MP0440,MP Representative 440,Andhra Pradesh,Constituency 440,RJD,Rajya Sabha,147000000,27,22,53434782.36,48.70333333333333,22,81.48148148148148,36.350192081632656,65.47471187755102,64.37,High Risk
MP0068,MP Representative 068,Sikkim,Constituency 068,RJD,Lok Sabha,147000000,28,23,53988516.19,48.35892857142857,22,82.14285714285714,36.726881761904764,64.90967735714285,64.32,High Risk
MP0524,MP Representative 524,Andaman and Nicobar Islands,Constituency 524,RJD,Lok Sabha,147000000,27,23,63067740.42,51.46259259259259,23,85.18518518518519,42.90322477551021,55.645162836734684,64.31,High Risk
MP0480,MP Representative 480,Andhra Pradesh,Constituency 480,BJP,Rajya Sabha,147000000,27,23,60300370.03,49.6637037037037,22,85.18518518518519,41.02065988435374,58.469010173469385,64.3,High Risk
MP0198,MP Representative 198,Sikkim,Constituency 198,SP,Lok Sabha,147000000,28,23,53148482.22,47.722500000000004,23,82.14285714285714,36.15543008163265,65.76685487755103,64.28,High Risk
MP0163,MP Representative 163,Sikkim,Constituency 163,JD(U),Lok Sabha,147000000,28,25,72909933.5,53.638571428571424,24,89.28571428571429,49.59859421768707,45.60210867346939,64.11,High Risk
MP0249,MP Representative 249,Andaman and Nicobar Islands,Constituency 249,YSRCP,Lok Sabha,147000000,28,23,58282294.1,50.574999999999996,23,82.14285714285714,39.64781911564626,60.528271326530614,64.11,High Risk
MP0329,MP Representative 329,Andaman and Nicobar Islands,Constituency 329,DMK,Lok Sabha,147000000,28,23,56806499.76,49.58678571428572,23,82.14285714285714,38.6438773877551,62.034183918367354,64.09,High Risk
MP0433,MP Representative 433,Sikkim,Constituency 433,INC,Lok Sabha,147000000,27,22,54435907.19,48.64148148148148,22,81.48148148148148,37.03122938095238,64.45315592857142,64.09,High Risk
MP0387,MP Representative 387,Manipur,Constituency 387,TMC,Lok Sabha,147000000,27,20,39161175.3,45.160740740740735,18,74.07407407407408,26.640255306122445,80.03961704081634,64.0,High Risk
MP0423,MP Representative 423,Sikkim,Constituency 423,TMC,Lok Sabha,165000000,27,20,38652378.37,42.09,17,74.07407407407408,23.425683860606057,84.86147420909091,63.98,High Risk
MP0519,MP Representative 519,Andaman and Nicobar Islands,Constituency 519,TMC,Lok Sabha,147000000,27,19,31090855.64,43.19814814814814,19,70.37037037037037,21.15024193197279,88.27463710204083,63.98,High Risk
MP0367,MP Representative 367,Manipur,Constituency 367,JD(U),Lok Sabha,147000000,27,22,53674544.02,47.78370370370371,22,81.48148148148148,36.51329525170068,65.23005712244898,63.94,High Risk
MP0237,MP Representative 237,Manipur,Constituency 237,YSRCP,Lok Sabha,147000000,28,24,65930304.71,51.84321428571428,22,85.71428571428571,44.85054742176871,52.724178867346936,63.92,High Risk
MP0082,MP Representative 082,Manipur,Constituency 082,TDP,Lok Sabha,147000000,28,21,40280533.45,44.78928571428571,21,75.0,27.401723435374155,78.89741484693877,63.89,High Risk
MP0386,MP Representative 386,Haryana,Constituency 386,AAP,Lok Sabha,147000000,27,22,54615868.47,48.15074074074074,22,81.48148148148148,37.15365202040816,64.26952196938777,63.85,High Risk
MP0319,MP Representative 319,Andaman and Nicobar Islands,Constituency 319,JD(U),Lok Sabha,147000000,28,21,41291073.29,45.058928571428574,21,75.0,28.089165503401357,77.86625174489797,63.74,High Risk
MP0262,MP Representative 262,Manipur,Constituency 262,TDP,Lok Sabha,147000000,28,21,41142107.76,44.902857142857144,19,75.0,27.987828408163264,78.0182573877551,63.72,High Risk
MP0149,MP Representative 149,Andaman and Nicobar Islands,Constituency 149,DMK,Lok Sabha,147000000,28,21,40096067.19,44.157500000000006,19,75.0,27.27623618367347,79.0856457244898,63.68,High Risk
MP0346,MP Representative 346,Haryana,Constituency 346,TDP,Lok Sabha,147000000,28,21,42537676.71,45.714642857142856,20,75.0,28.937195040816327,76.59420743877551,63.68,High Risk
MP0181,MP Representative 181,Haryana,Constituency 181,INC,Lok Sabha,147000000,28,20,35343420.78,44.154999999999994,20,71.42857142857143,24.0431433877551,83.93528491836734,63.65,High Risk
MP0165,MP Representative 165,Andhra Pradesh,Constituency 165,YSRCP,Rajya Sabha,147000000,28,22,49711354.87,46.98142857142857,20,78.57142857142857,33.81724821088435,69.27412768367347,63.61,High Risk
MP0304,MP Representative 304,Andaman and Nicobar Islands,Constituency 304,BJD,Lok Sabha,147000000,28,23,56578954.41,48.18928571428571,22,82.14285714285714,38.48908463265306,62.26637305102041,63.59,High Risk
MP0489,MP Representative 489,Andaman and Nicobar Islands,Constituency 489,YSRCP,Lok Sabha,147000000,27,23,62643340.71,49.171851851851855,22,85.18518518518519,42.614517489795915,56.07822376530613,63.5,High Risk
MP0219,MP Representative 219,Andaman and Nicobar Islands,Constituency 219,TMC,Lok Sabha,147000000,28,21,41055245.38,44.16892857142857,21,75.0,27.9287383537415,78.10689246938774,63.44,High Risk
MP0090,MP Representative 090,Andhra Pradesh,Constituency 090,SP,Rajya Sabha,122500000,28,21,37797031.36,46.80428571428571,21,75.0,30.85471947755102,73.71792078367348,63.4,High Risk
MP0402,MP Representative 402,Manipur,Constituency 402,SP,Lok Sabha,147000000,27,21,49998608.45,47.255185185185184,21,77.77777777777779,34.01265880952381,68.98101178571429,63.37,High Risk
MP0074,MP Representative 074,Andaman and Nicobar Islands,Constituency 074,AAP,Lok Sabha,147000000,28,22,49661282.86,46.31,20,78.57142857142857,33.783185619047615,69.32522157142859,63.36,High Risk
MP0119,MP Representative 119,Andaman and Nicobar Islands,Constituency 119,Other,Lok Sabha,147000000,28,23,61044722.24,49.70357142857143,23,82.14285714285714,41.52702193197279,57.70946710204082,63.06,High Risk
MP0460,MP Representative 460,Andhra Pradesh,Constituency 460,BJD,Rajya Sabha,147000000,27,22,57794009.27,48.153703703703705,21,81.48148148148148,39.31565256462585,61.026521153061225,63.04,High Risk
MP0268,MP Representative 268,Sikkim,Constituency 268,BJD,Lok Sabha,147000000,28,23,62301459.0,50.442857142857136,22,82.14285714285714,42.38194489795919,56.42708265306122,63.03,High Risk
MP0078,MP Representative 078,Sikkim,Constituency 078,SP,Lok Sabha,147000000,28,22,53517474.29,47.86142857142857,22,78.57142857142857,36.40644509523809,65.39033235714287,62.99,High Risk
MP0160,MP Representative 160,Andhra Pradesh,Constituency 160,BJD,Rajya Sabha,147000000,28,22,50216560.26,45.68571428571429,20,78.57142857142857,34.160925346938775,68.75861197959183,62.96,High Risk
MP0473,MP Representative 473,Sikkim,Constituency 473,DMK,Lok Sabha,147000000,27,19,34287833.38,42.577777777777776,18,70.37037037037037,23.325056721088437,85.01241491836734,62.91,High Risk
MP0376,MP Representative 376,Haryana,Constituency 376,BJD,Lok Sabha,147000000,27,22,59913838.1,49.03111111111111,21,81.48148148148148,40.75771299319728,58.86343051020408,62.85,High Risk
MP0498,MP Representative 498,Sikkim,Constituency 498,SP,Lok Sabha,147000000,27,18,28686300.3,41.93703703703704,17,66.66666666666666,19.514490000000002,90.728265,62.79,High Risk
MP0129,MP Representative 129,Andaman and Nicobar Islands,Constituency 129,YSRCP,Lok Sabha,147000000,28,20,39251985.84,44.50285714285714,18,71.42857142857143,26.70203118367347,79.94695322448979,62.79,High Risk
MP0166,MP Representative 166,Haryana,Constituency 166,TDP,Lok Sabha,147000000,28,20,38923369.87,44.261785714285715,20,71.42857142857143,26.4784829047619,80.28227564285714,62.78,High Risk
MP0299,MP Representative 299,Andaman and Nicobar Islands,Constituency 299,Other,Lok Sabha,147000000,28,22,52050798.980000004,46.35285714285715,20,78.57142857142857,35.408706789115655,66.88693981632652,62.76,High Risk
MP0392,MP Representative 392,Manipur,Constituency 392,RJD,Lok Sabha,147000000,27,20,42321909.63,44.06777777777778,17,74.07407407407408,28.790414714285717,76.81437792857142,62.76,High Risk
MP0124,MP Representative 124,Andaman and Nicobar Islands,Constituency 124,BJD,Lok Sabha,147000000,28,20,38023895.949999996,43.57678571428572,20,71.42857142857143,25.86659588435374,81.20010617346938,62.73,High Risk
MP0517,MP Representative 517,Manipur,Constituency 517,INC,Lok Sabha,147000000,27,22,55957575.160000004,46.154444444444444,22,81.48148148148148,38.066377659863946,62.90043351020408,62.71,High Risk
MP0122,MP Representative 122,Manipur,Constituency 122,AAP,Lok Sabha,147000000,28,22,54823428.89,47.94321428571429,20,78.57142857142857,37.294849585034015,64.05772562244897,62.69,High Risk
MP0136,MP Representative 136,Haryana,Constituency 136,BJD,Lok Sabha,147000000,28,21,46288421.89,45.45321428571429,20,75.0,31.48872237414966,72.76691643877551,62.62,High Risk
MP0049,MP Representative 049,Andaman and Nicobar Islands,Constituency 049,INC,Lok Sabha,147000000,28,19,33181694.79,43.26428571428572,19,67.85714285714286,22.57258148979592,86.14112776530612,62.59,High Risk
MP0441,MP Representative 441,Haryana,Constituency 441,YSRCP,Lok Sabha,147000000,27,21,49342796.39,44.88,19,77.77777777777779,33.56652815646258,69.65020776530613,62.59,High Risk
MP0466,MP Representative 466,Haryana,Constituency 466,TDP,Lok Sabha,147000000,27,21,52508673.64,46.85851851851852,21,77.77777777777779,35.72018614965987,66.4197207755102,62.57,High Risk
MP0471,MP Representative 471,Haryana,Constituency 471,TMC,Lok Sabha,147000000,27,19,37897244.4,43.98074074074074,19,70.37037037037037,25.780438367346935,81.3293424489796,62.55,High Risk
MP0457,MP Representative 457,Manipur,Constituency 457,INC,Lok Sabha,147000000,27,23,71288989.13,52.1862962962963,23,85.18518518518519,48.49591097278911,47.256133540816336,62.5,High Risk
MP0245,MP Representative 245,Andhra Pradesh,Constituency 245,DMK,Rajya Sabha,147000000,28,23,64469235.29,50.25607142857143,22,82.14285714285714,43.8566226462585,54.21506603061225,62.41,High Risk
MP0103,MP Representative 103,Sikkim,Constituency 103,JD(U),Lok Sabha,147000000,28,22,55543654.480000004,47.68,22,78.57142857142857,37.7847989659864,63.322801551020405,62.4,High Risk
MP0432,MP Representative 432,Manipur,Constituency 432,BJP,Lok Sabha,122500000,27,24,60764696.519999996,49.65185185185185,24,88.88888888888889,49.60383389387755,45.594249159183676,62.37,High Risk
MP0174,MP Representative 174,Andaman and Nicobar Islands,Constituency 174,SP,Lok Sabha,147000000,28,22,59377553.33,49.916428571428575,20,78.57142857142857,40.392893421768704,59.41065986734694,62.32,High Risk
MP0183,MP Representative 183,Sikkim,Constituency 183,TMC,Lok Sabha,147000000,28,22,53524444.14,46.13392857142857,20,78.57142857142857,36.411186489795924,65.38322026530611,62.3,High Risk
MP0354,MP Representative 354,Andaman and Nicobar Islands,Constituency 354,SP,Lok Sabha,147000000,28,23,64044088.72,49.65071428571429,23,82.14285714285714,43.56740729251701,54.64888906122448,62.27,High Risk
MP0199,MP Representative 199,Andaman and Nicobar Islands,Constituency 199,JD(U),Lok Sabha,147000000,28,21,47310614.45,45.190714285714286,20,75.0,32.18409146258504,71.72386280612244,62.26,High Risk
MP0142,MP Representative 142,Manipur,Constituency 142,TDP,Lok Sabha,147000000,28,20,39183073.63,43.00392857142857,20,71.42857142857143,26.655152129251704,80.01727180612244,62.21,High Risk
MP0509,MP Representative 509,Andaman and Nicobar Islands,Constituency 509,DMK,Lok Sabha,147000000,27,21,53092923.22,46.229629629629635,19,77.77777777777779,36.11763484353742,65.82354773469388,62.17,High Risk
MP0013,MP Representative 013,Sikkim,Constituency 013,INC,Lok Sabha,147000000,28,22,54289194.61,46.291071428571435,22,78.57142857142857,36.931424904761904,64.60286264285715,62.17,High Risk
MP0511,MP Representative 511,Haryana,Constituency 511,JD(U),Lok Sabha,147000000,27,21,50797281.25,44.50296296296296,20,77.77777777777779,34.555973639455786,68.16603954081631,62.06,High Risk
MP0070,MP Representative 070,Andhra Pradesh,Constituency 070,TDP,Rajya Sabha,147000000,28,22,53613116.1,45.56071428571429,22,78.57142857142857,36.47150755102041,65.29273867346939,62.05,High Risk
MP0341,MP Representative 341,Haryana,Constituency 341,DMK,Lok Sabha,147000000,28,22,53804815.37,45.589642857142856,21,78.57142857142857,36.60191521768708,65.09712717346937,62.01,High Risk
MP0246,MP Representative 246,Haryana,Constituency 246,SP,Lok Sabha,147000000,28,22,56933206.5,47.55642857142857,21,78.57142857142857,38.73007244897959,61.90489132653062,62.0,High Risk
MP0447,MP Representative 447,Manipur,Constituency 447,TMC,Lok Sabha,147000000,27,21,53718633.43,46.075185185185184,20,77.77777777777779,36.54328804761905,65.18506792857143,61.95,High Risk
MP0097,MP Representative 097,Manipur,Constituency 097,INC,Lok Sabha,147000000,28,21,47741084.05,44.628214285714286,20,75.0,32.47692792517007,71.2846081122449,61.92,High Risk
MP0269,MP Representative 269,Andaman and Nicobar Islands,Constituency 269,DMK,Lok Sabha,147000000,28,22,54231056.21,45.60892857142857,19,78.57142857142857,36.89187497278912,64.66218754081632,61.91,High Risk
MP0062,MP Representative 062,Manipur,Constituency 062,AAP,Lok Sabha,147000000,28,23,65078088.88,49.37428571428571,23,82.14285714285714,44.27080876190476,53.59378685714286,61.9,High Risk
MP0522,MP Representative 522,Manipur,Constituency 522,SP,Lok Sabha,147000000,27,22,65807214.64,50.28703703703704,22,81.48148148148148,44.76681268027211,52.849780979591834,61.85,High Risk
MP0363,MP Representative 363,Sikkim,Constituency 363,TMC,Lok Sabha,147000000,28,20,41418552.42,43.3925,20,71.42857142857143,28.175886,77.736171,61.79,High Risk
MP0453,MP Representative 453,Sikkim,Constituency 453,YSRCP,Lok Sabha,147000000,27,21,54356048.94,46.096666666666664,21,77.77777777777779,36.97690404081633,64.5346439387755,61.79,High Risk
MP0515,MP Representative 515,Andhra Pradesh,Constituency 515,Other,Rajya Sabha,147000000,27,19,37767935.730000004,41.97333333333333,18,70.37037037037037,25.69247328571429,81.46129007142858,61.78,High Risk
MP0106,MP Representative 106,Haryana,Constituency 106,TDP,Lok Sabha,147000000,28,20,41577802.22,43.230357142857144,19,71.42857142857143,28.284219197278908,77.57367120408163,61.69,High Risk
MP0003,MP Representative 003,Sikkim,Constituency 003,TMC,Lok Sabha,147000000,28,22,59336029.62,48.29607142857143,20,78.57142857142857,40.364646,59.453030999999996,61.68,High Risk
MP0415,MP Representative 415,Andhra Pradesh,Constituency 415,JD(U),Rajya Sabha,147000000,27,21,55895748.160000004,46.729629629629635,20,77.77777777777779,38.02431847619048,62.96352228571428,61.65,High Risk
MP0135,MP Representative 135,Andhra Pradesh,Constituency 135,TMC,Rajya Sabha,122500000,28,22,47646899.7,46.79071428571428,22,78.57142857142857,38.89542832653061,61.65685751020408,61.63,High Risk
MP0100,MP Representative 100,Andhra Pradesh,Constituency 100,BJD,Rajya Sabha,147000000,28,21,48930539.78,44.532500000000006,21,75.0,33.2860814829932,70.07087777551021,61.58,High Risk
MP0478,MP Representative 478,Sikkim,Constituency 478,TDP,Lok Sabha,147000000,27,19,41311454.519999996,43.574444444444445,19,70.37037037037037,28.103030285714283,77.84545457142858,61.52,High Risk
MP0373,MP Representative 373,Sikkim,Constituency 373,INC,Lok Sabha,147000000,27,19,39849295.05,42.559999999999995,19,70.37037037037037,27.108363979591836,79.33745403061225,61.49,High Risk
MP0449,MP Representative 449,Andaman and Nicobar Islands,Constituency 449,DMK,Lok Sabha,147000000,27,21,55920018.4,46.3137037037037,19,77.77777777777779,38.04082884353742,62.93875673469387,61.48,High Risk
MP0034,MP Representative 034,Andaman and Nicobar Islands,Constituency 034,TDP,Lok Sabha,147000000,28,19,35933680.21,42.13964285714286,19,67.85714285714286,24.444680414965987,83.33297937755103,61.44,High Risk
MP0170,MP Representative 170,Andhra Pradesh,Constituency 170,AAP,Rajya Sabha,147000000,28,22,58600207.08,46.97821428571428,21,78.57142857142857,39.86408644897959,60.20387032653061,61.34,High Risk
MP0349,MP Representative 349,Andaman and Nicobar Islands,Constituency 349,INC,Lok Sabha,147000000,28,19,37494250.17,42.739285714285714,19,67.85714285714286,25.50629263265306,81.74056105102042,61.28,High Risk
MP0026,MP Representative 026,Haryana,Constituency 026,AAP,Lok Sabha,147000000,28,21,50547891.3,44.53321428571429,21,75.0,34.386320612244894,68.42051908163266,61.17,High Risk
MP0303,MP Representative 303,Sikkim,Constituency 303,TMC,Lok Sabha,147000000,28,20,44710075.37,43.76892857142857,20,71.42857142857143,30.4150172585034,74.3774741122449,61.1,High Risk
MP0451,MP Representative 451,Haryana,Constituency 451,JD(U),Lok Sabha,147000000,27,21,57145819.74,45.99037037037037,20,77.77777777777779,38.87470730612245,61.68793904081632,61.04,High Risk
MP0456,MP Representative 456,Haryana,Constituency 456,BJP,Lok Sabha,147000000,27,19,39577696.34,41.161111111111104,18,70.37037037037037,26.923602952380953,79.61459557142857,61.0,High Risk
MP0372,MP Representative 372,Manipur,Constituency 372,BJP,Lok Sabha,147000000,27,18,32215882.27,39.626296296296296,17,66.66666666666666,21.915566170068026,87.12665074489796,60.97,High Risk
MP0261,MP Representative 261,Haryana,Constituency 261,YSRCP,Lok Sabha,122500000,28,21,45117956.51,46.29785714285714,21,75.0,36.83098490612245,64.75352264081633,60.96,High Risk
MP0518,MP Representative 518,Sikkim,Constituency 518,AAP,Lok Sabha,147000000,27,21,58681802.04,46.54222222222223,21,77.77777777777779,39.919593224489795,60.12061016326531,60.87,High Risk
MP0079,MP Representative 079,Andaman and Nicobar Islands,Constituency 079,JD(U),Lok Sabha,147000000,28,22,55229048.3,43.582142857142856,19,78.57142857142857,37.57078115646259,63.64382826530612,60.84,High Risk
MP0071,MP Representative 071,Haryana,Constituency 071,Other,Lok Sabha,147000000,28,19,36620634.37,41.03035714285714,18,67.85714285714286,24.911996170068026,82.63200574489797,60.82,High Risk
MP0394,MP Representative 394,Andaman and Nicobar Islands,Constituency 394,TDP,Lok Sabha,147000000,27,21,61474339.15,48.01,21,77.77777777777779,41.81927833333333,57.271082500000006,60.74,High Risk
MP0162,MP Representative 162,Manipur,Constituency 162,SP,Lok Sabha,147000000,28,20,44670777.72,42.59535714285715,18,71.42857142857143,30.388284163265304,74.41757375510204,60.64,High Risk
MP0023,MP Representative 023,Sikkim,Constituency 023,Other,Lok Sabha,147000000,28,18,30628771.24,39.77214285714285,17,64.28571428571429,20.835898802721086,88.74615179591837,60.6,High Risk
MP0223,MP Representative 223,Sikkim,Constituency 223,JD(U),Lok Sabha,147000000,28,22,59819560.02,45.84571428571429,21,78.57142857142857,40.69357824489796,58.95963263265307,60.58,High Risk
MP0289,MP Representative 289,Andaman and Nicobar Islands,Constituency 289,INC,Lok Sabha,147000000,28,22,60890616.32,46.48964285714286,22,78.57142857142857,41.42218797278912,57.86671804081632,60.56,High Risk
MP0305,MP Representative 305,Andhra Pradesh,Constituency 305,DMK,Rajya Sabha,147000000,28,20,47747177.51,44.18178571428571,19,71.42857142857143,32.48107313605442,71.27839029591837,60.49,High Risk
MP0027,MP Representative 027,Manipur,Constituency 027,TMC,Lok Sabha,165000000,28,21,59559827.11,44.42428571428571,20,75.0,36.096864915151514,65.85470262727273,60.48,High Risk
MP0032,MP Representative 032,Manipur,Constituency 032,RJD,Lok Sabha,147000000,28,22,61644077.7,46.56428571428571,22,78.57142857142857,41.93474673469388,57.097879897959174,60.4,High Risk
MP0508,MP Representative 508,Sikkim,Constituency 508,BJD,Lok Sabha,147000000,27,19,45902528.47,43.565185185185186,19,70.37037037037037,31.22620984353742,73.16068523469387,60.35,High Risk
MP0214,MP Representative 214,Andaman and Nicobar Islands,Constituency 214,TDP,Lok Sabha,147000000,28,21,53194456.43,44.162142857142854,21,75.0,36.18670505442177,65.71994241836734,60.34,High Risk
MP0424,MP Representative 424,Andaman and Nicobar Islands,Constituency 424,BJD,Lok Sabha,147000000,27,21,62197651.7,47.42629629629629,19,77.77777777777779,42.31132768707484,56.533008469387745,60.33,High Risk
MP0240,MP Representative 240,Andhra Pradesh,Constituency 240,BJP,Rajya Sabha,147000000,28,20,47894137.86,43.83821428571429,19,71.42857142857143,32.581046163265306,71.12843075510204,60.32,High Risk
MP0094,MP Representative 094,Andaman and Nicobar Islands,Constituency 094,TDP,Lok Sabha,147000000,28,21,55949171.84,45.862857142857145,20,75.0,38.06066111564626,62.90900832653061,60.32,High Risk
MP0325,MP Representative 325,Andhra Pradesh,Constituency 325,INC,Rajya Sabha,147000000,28,20,46507723.39,42.964642857142856,19,71.42857142857143,31.63790706802721,72.54313939795918,60.32,High Risk
MP0264,MP Representative 264,Andaman and Nicobar Islands,Constituency 264,BJP,Lok Sabha,147000000,28,21,56882696.08,46.39714285714286,20,75.0,38.69571161904762,61.956432571428564,60.3,High Risk
MP0021,MP Representative 021,Haryana,Constituency 021,YSRCP,Lok Sabha,147000000,28,21,55013425.29,45.15535714285714,20,75.0,37.42409883673469,63.86385174489796,60.28,High Risk
MP0036,MP Representative 036,Haryana,Constituency 036,BJP,Lok Sabha,147000000,28,21,53763756.44,44.17607142857143,20,75.0,36.573983972789115,65.13902404081632,60.21,High Risk
MP0311,MP Representative 311,Haryana,Constituency 311,Other,Lok Sabha,147000000,28,21,57440023.45,46.457857142857144,21,75.0,39.07484588435374,61.38773117346939,60.18,High Risk
MP0333,MP Representative 333,Sikkim,Constituency 333,YSRCP,Lok Sabha,245000000,28,21,99684367.47,47.96107142857143,20,75.0,40.68749692653061,58.96875461020408,60.18,High Risk
MP0168,MP Representative 168,Sikkim,Constituency 168,BJP,Lok Sabha,147000000,28,20,46252588.78,42.40821428571429,17,71.42857142857143,31.46434610884354,72.80348083673468,60.16,High Risk
MP0058,MP Representative 058,Sikkim,Constituency 058,TDP,Lok Sabha,147000000,28,20,46327904.9,42.338928571428575,18,71.42857142857143,31.51558156462585,72.72662765306123,60.12,High Risk
MP0123,MP Representative 123,Sikkim,Constituency 123,TMC,Lok Sabha,147000000,28,21,55821554.43,45.25642857142857,19,75.0,37.97384655102041,63.03923017346939,60.11,High Risk
MP0147,MP Representative 147,Manipur,Constituency 147,TMC,Lok Sabha,147000000,28,19,39127291.92,40.80357142857143,18,67.85714285714286,26.617205387755106,80.07419191836735,60.09,High Risk
MP0029,MP Representative 029,Andaman and Nicobar Islands,Constituency 029,DMK,Lok Sabha,147000000,28,22,61735580.56,45.82892857142857,19,78.57142857142857,41.9969935782313,57.004509632653054,60.08,High Risk
MP0279,MP Representative 279,Andaman and Nicobar Islands,Constituency 279,TMC,Lok Sabha,245000000,28,20,79113822.69,42.80392857142857,19,71.42857142857143,32.291356199999996,71.5629657,60.01,High Risk
MP0191,MP Representative 191,Haryana,Constituency 191,Other,Lok Sabha,147000000,28,23,69682051.47,47.57,21,82.14285714285714,47.40275610204082,48.895865846938776,60.0,High Risk
MP0477,MP Representative 477,Manipur,Constituency 477,YSRCP,Lok Sabha,245000000,27,19,72652124.64,41.00703703703704,19,70.37037037037037,29.653928424489795,75.5191073632653,59.91,High Risk
MP0218,MP Representative 218,Sikkim,Constituency 218,AAP,Lok Sabha,147000000,28,21,58568138.04,46.410714285714285,20,75.0,39.8422707755102,60.2365938367347,59.87,High Risk
MP0502,MP Representative 502,Manipur,Constituency 502,TDP,Lok Sabha,147000000,27,20,53811358.51,43.979629629629635,17,74.07407407407408,36.606366333333334,65.0904505,59.79,High Risk
MP0382,MP Representative 382,Manipur,Constituency 382,TDP,Lok Sabha,147000000,27,21,64573562.24,47.56777777777778,21,77.77777777777779,43.92759336054422,54.10860995918367,59.78,High Risk
MP0540,MP Representative 540,Andhra Pradesh,Constituency 540,BJP,Rajya Sabha,122500000,27,22,56984833.84,46.73148148148148,20,81.48148148148148,46.51823170612246,50.22265244081632,59.77,High Risk
