work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W001704,MP0061,Haryana,District 061,Constituency 061,Community,Community Hall,Community Hall for public use in Constituency 061,1108632.55,1088231.73,979664.03,2025-01-25,2025-03-24,2025-05-07,147,283,Completed,AG0005,V00047,16.828376,83.553158,0,1,1,0,5,1,delay_anomaly
MPLADS-W001705,MP0061,Haryana,District 061,Constituency 061,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 061,1711173.51,1694098.03,1584591.63,2025-02-27,2025-07-26,2025-08-20,123,111,Completed,AG0005,V00020,16.650711,83.547838,1,1,1,0,3,0,none
MPLADS-W001706,MP0061,Haryana,District 061,Constituency 061,Road,Culvert Construction,Culvert Construction for public use in Constituency 061,872147.39,944921.12,990838.08,2024-09-29,2024-12-29,2025-04-22,198,317,Completed,AG0005,V00047,16.60917,83.389143,0,1,0,1,6,1,ghost_asset
MPLADS-W001707,MP0061,Haryana,District 061,Constituency 061,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 061,875383.16,1468975.93,1773726.39,2025-05-29,2025-09-10,2025-12-09,229,284,In Progress,AG0083,V00023,16.846067,83.359774,1,1,1,0,7,1,cost_anomaly
MPLADS-W001708,MP0061,Haryana,District 061,Constituency 061,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 061,1918207.18,2915186.16,4095579.37,2024-06-17,2024-09-10,2024-10-21,149,188,In Progress,AG0005,V00020,16.847741,83.504247,1,1,1,0,4,1,cost_anomaly
MPLADS-W001709,MP0062,Manipur,District 062,Constituency 062,Sports,Playground,Playground for public use in Constituency 062,2484231.33,3312367.82,4619456.65,2024-06-09,2024-07-26,2024-09-21,137,157,In Progress,AG0007,V00042,29.871467,74.958555,1,1,0,0,6,1,cost_anomaly
MPLADS-W001710,MP0062,Manipur,District 062,Constituency 062,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 062,2690879.05,2823687.02,3053110.62,2024-06-30,2024-09-21,2024-11-29,186,190,Completed,AG0007,V00019,29.772161,75.190636,0,1,1,6,4,1,duplicate_work
MPLADS-W001711,MP0062,Manipur,District 062,Constituency 062,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 062,1992937.12,2002394.88,1776121.48,2025-01-10,2025-06-25,2025-09-17,216,505,Sanctioned,AG0107,V00042,29.898102,75.13766,0,1,1,0,3,1,delay_anomaly
MPLADS-W001712,MP0062,Manipur,District 062,Constituency 062,Road,Culvert Construction,Culvert Construction for public use in Constituency 062,1618920.08,2304316.16,3038635.95,2025-07-03,2025-10-09,2025-11-15,173,195,Completed,AG0013,V00042,29.96443,75.152775,0,1,0,0,6,1,cost_anomaly
MPLADS-W001713,MP0062,Manipur,District 062,Constituency 062,Drainage,Drain Repair,Drain Repair for public use in Constituency 062,1684380.54,1994741.39,2355608.4,2024-08-31,2024-10-17,2025-02-02,258,335,Completed,AG0013,V00015,29.948106,74.931749,1,1,0,2,9,1,vendor_anomaly
MPLADS-W001714,MP0062,Manipur,District 062,Constituency 062,Drainage,RCC Drain,RCC Drain for public use in Constituency 062,2322424.02,2358053.42,2338433.23,2024-09-01,2024-11-05,2024-12-02,142,168,Completed,AG0013,V00019,29.69075,75.198123,0,1,1,6,6,1,duplicate_work
MPLADS-W001715,MP0062,Manipur,District 062,Constituency 062,Community,Public Facility,Public Facility for public use in Constituency 062,2724625.88,2690214.11,2836462.39,2025-06-01,2025-10-12,2025-12-14,130,132,Completed,AG0013,V00019,29.73288,75.156752,0,1,1,2,5,1,duplicate_work
MPLADS-W001716,MP0062,Manipur,District 062,Constituency 062,Education,School Toilet,School Toilet for public use in Constituency 062,2232530.51,2196297.58,2048850.53,2024-09-20,2024-12-23,2025-01-20,235,232,Completed,AG0007,V00019,29.936474,75.131421,1,1,1,0,2,0,none
MPLADS-W001717,MP0062,Manipur,District 062,Constituency 062,Community,Bus Shelter,Bus Shelter for public use in Constituency 062,919705.66,1156040.53,1448026.32,2025-07-13,2026-01-09,2026-04-13,98,240,In Progress,AG0013,V00019,29.864339,75.05656,0,1,0,1,7,1,vendor_anomaly
MPLADS-W001718,MP0062,Manipur,District 062,Constituency 062,Road,Bridge Approach,Bridge Approach for public use in Constituency 062,2070118.53,2089943.98,2069888.48,2025-02-10,2025-06-29,2025-09-14,115,112,Completed,AG0107,V00019,29.977222,74.98274,1,1,1,0,3,0,none
MPLADS-W001719,MP0062,Manipur,District 062,Constituency 062,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 062,2148211.17,2153708.87,2136460.56,2024-09-06,2024-12-13,2025-02-15,215,240,In Progress,AG0107,V00019,29.887885,75.203932,0,1,1,2,4,1,duplicate_work
MPLADS-W001720,MP0062,Manipur,District 062,Constituency 062,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 062,1223156.14,1315040.26,1067523.8,2024-05-20,2024-06-27,2024-07-28,217,350,In Progress,AG0013,V00015,29.804502,74.97525,0,0,1,0,4,1,delay_anomaly
MPLADS-W001721,MP0062,Manipur,District 062,Constituency 062,Drainage,RCC Drain,RCC Drain for public use in Constituency 062,2133744.71,2243782.9,2330065.21,2025-08-08,2025-09-23,2025-11-05,267,261,Completed,AG0013,V00015,29.829936,75.116038,0,1,1,6,6,1,duplicate_work
MPLADS-W001722,MP0062,Manipur,District 062,Constituency 062,Road,Road Repair,Road Repair for public use in Constituency 062,2069277.61,2935101.69,4153856.63,2024-08-31,2024-11-21,2025-01-22,169,214,Completed,AG0007,V00019,29.887406,74.990767,0,1,1,1,6,1,cost_anomaly
MPLADS-W001723,MP0062,Manipur,District 062,Constituency 062,Community,Bus Shelter,Bus Shelter for public use in Constituency 062,1543818.89,1579373.42,1471182.85,2025-05-02,2025-08-02,2025-10-06,106,76,Completed,AG0013,V00019,29.912178,75.036798,1,1,1,0,3,0,none
MPLADS-W001724,MP0062,Manipur,District 062,Constituency 062,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 062,2005875.18,1970661.34,2026845.33,2025-02-17,2025-04-01,2025-07-23,232,224,Completed,AG0107,V00042,29.95886,75.20768,1,1,1,0,4,0,none
MPLADS-W001725,MP0062,Manipur,District 062,Constituency 062,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 062,1274449.96,1309287.31,1281653.07,2024-08-16,2024-12-19,2025-03-03,139,111,Completed,AG0007,V00019,29.899466,74.994397,1,1,1,0,2,0,none
MPLADS-W001726,MP0062,Manipur,District 062,Constituency 062,Road,Culvert Construction,Culvert Construction for public use in Constituency 062,2325411.35,2760589.03,2742972.29,2024-09-25,2025-03-18,2025-07-15,110,181,Completed,AG0107,V00019,29.757116,74.96047,0,1,0,1,6,1,ghost_asset
MPLADS-W001727,MP0062,Manipur,District 062,Constituency 062,Community,Public Facility,Public Facility for public use in Constituency 062,1437974.41,1625441.46,1936633.37,2024-08-06,2024-10-09,2024-12-23,102,132,Completed,AG0107,V00042,29.770748,75.115489,0,0,0,1,4,1,ghost_asset
MPLADS-W001728,MP0062,Manipur,District 062,Constituency 062,Road,Culvert Construction,Culvert Construction for public use in Constituency 062,1862147.24,1838898.84,1615703.74,2024-09-11,2025-01-03,2025-02-12,228,512,In Progress,AG0013,V00019,29.737497,75.121019,0,0,1,0,3,1,delay_anomaly
MPLADS-W001729,MP0062,Manipur,District 062,Constituency 062,Road,Road Repair,Road Repair for public use in Constituency 062,1136677.54,1318144.79,1268318.18,2025-01-27,2025-06-08,2025-08-22,131,166,Completed,AG0107,V00019,29.986556,75.176247,0,0,0,2,6,1,ghost_asset
MPLADS-W001730,MP0062,Manipur,District 062,Constituency 062,Community,Public Facility,Public Facility for public use in Constituency 062,1591536.56,1600141.39,1265258.77,2025-02-16,2025-03-28,2025-07-15,203,393,In Progress,AG0007,V00015,29.917242,75.043364,0,1,1,0,4,1,delay_anomaly
MPLADS-W001731,MP0062,Manipur,District 062,Constituency 062,Community,Bus Shelter,Bus Shelter for public use in Constituency 062,2411529.81,3034381.42,3612996.35,2025-06-18,2025-09-13,2026-01-08,150,172,In Progress,AG0013,V00019,29.7966,74.961818,0,1,0,1,5,1,cost_anomaly
MPLADS-W001732,MP0062,Manipur,District 062,Constituency 062,Road,Bridge Approach,Bridge Approach for public use in Constituency 062,2104424.92,2120470.77,2879448.54,2024-12-06,2025-01-20,2025-04-19,244,269,In Progress,AG0107,V00019,29.915501,74.994022,0,0,0,0,8,1,payment_anomaly
MPLADS-W001733,MP0062,Manipur,District 062,Constituency 062,Drainage,Drain Repair,Drain Repair for public use in Constituency 062,1870522.11,2268855.91,2793452.05,2025-06-18,2025-09-17,2025-10-22,113,190,In Progress,AG0107,V00015,29.807561,74.939026,1,1,1,1,4,1,vendor_anomaly
MPLADS-W001734,MP0062,Manipur,District 062,Constituency 062,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 062,1451787.34,1467184.2,1527444.79,2024-09-23,2024-12-08,2025-02-22,151,393,In Progress,AG0013,V00042,29.951456,74.983567,1,1,1,0,5,1,delay_anomaly
MPLADS-W001735,MP0062,Manipur,District 062,Constituency 062,Electricity,Street Lighting,Street Lighting for public use in Constituency 062,2347919.9,2677858.58,2952708.05,2025-02-02,2025-07-07,2025-10-26,91,157,Completed,AG0107,V00019,29.903392,75.066946,0,0,0,1,12,1,payment_anomaly
MPLADS-W001736,MP0062,Manipur,District 062,Constituency 062,Road,Road Repair,Road Repair for public use in Constituency 062,2262122.62,2327105.72,2430971.25,2025-07-15,2025-10-08,2025-11-12,203,483,In Progress,AG0107,V00015,29.773753,75.164988,0,1,1,0,4,1,delay_anomaly
MPLADS-W001737,MP0063,Sikkim,District 063,Constituency 063,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 063,1552306.35,1493193.21,1465576.91,2025-05-17,2025-06-30,2025-07-28,123,104,In Progress,AG0045,V00246,27.340881,80.544185,1,1,1,0,4,0,none
MPLADS-W001738,MP0063,Sikkim,District 063,Constituency 063,Electricity,Street Lighting,Street Lighting for public use in Constituency 063,2100261.4,2169673.46,2180255.86,2025-08-13,2025-09-02,2025-09-21,188,211,In Progress,AG0047,V00135,27.332144,80.771529,0,1,1,4,6,1,duplicate_work
MPLADS-W001739,MP0063,Sikkim,District 063,Constituency 063,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 063,1381986.28,1945626.15,2415417.81,2024-04-25,2024-06-05,2024-06-21,190,225,Completed,AG0047,V00246,27.552469,80.611062,0,1,1,0,5,1,cost_anomaly
MPLADS-W001740,MP0063,Sikkim,District 063,Constituency 063,Community,Public Facility,Public Facility for public use in Constituency 063,1364075.39,1310632.12,1309864.69,2025-06-03,2025-06-23,2025-07-27,229,199,Completed,AG0047,V00135,27.506918,80.613379,1,1,1,1,4,0,none
MPLADS-W001741,MP0063,Sikkim,District 063,Constituency 063,Road,Road Repair,Road Repair for public use in Constituency 063,1369414.16,1403096.35,1498473.92,2025-02-22,2025-03-15,2025-04-03,183,201,In Progress,AG0008,V00113,27.50375,80.511515,0,1,1,3,6,1,duplicate_work
MPLADS-W001742,MP0063,Sikkim,District 063,Constituency 063,Electricity,Street Lighting,Street Lighting for public use in Constituency 063,2383176.5,2340493.63,2312172.0,2025-06-14,2025-07-11,2025-08-13,256,251,In Progress,AG0045,V00246,27.487009,80.761225,1,1,1,0,4,0,none
MPLADS-W001743,MP0063,Sikkim,District 063,Constituency 063,Education,School Library,School Library for public use in Constituency 063,2039135.56,3042218.55,3743342.04,2024-09-26,2024-11-16,2024-12-10,259,309,In Progress,AG0008,V00078,27.378534,80.501854,0,1,0,1,5,1,cost_anomaly
MPLADS-W001744,MP0063,Sikkim,District 063,Constituency 063,Electricity,Street Lighting,Street Lighting for public use in Constituency 063,1746064.92,1724517.51,1970749.57,2024-12-20,2025-01-14,2025-02-01,232,232,In Progress,AG0008,V00078,27.479846,80.539988,1,1,1,6,6,1,duplicate_work
MPLADS-W001745,MP0063,Sikkim,District 063,Constituency 063,Health,Clinic Building,Clinic Building for public use in Constituency 063,1346918.88,1332924.14,1271397.97,2025-06-28,2025-08-05,2025-09-13,174,169,Completed,AG0008,V00078,27.376344,80.628502,1,1,1,0,2,0,none
MPLADS-W001746,MP0063,Sikkim,District 063,Constituency 063,Education,School Building,School Building for public use in Constituency 063,3223813.73,3241364.24,3167900.23,2024-12-09,2025-01-29,2025-02-14,170,164,Completed,AG0045,V00135,27.534532,80.489251,1,1,1,0,3,0,none
MPLADS-W001747,MP0063,Sikkim,District 063,Constituency 063,Water,RO Plant,RO Plant for public use in Constituency 063,1536986.14,1536517.17,1532804.94,2024-04-16,2024-06-03,2024-06-18,165,175,In Progress,AG0045,V00246,27.438076,80.537158,1,1,1,0,3,0,none
MPLADS-W001748,MP0063,Sikkim,District 063,Constituency 063,Education,School Toilet,School Toilet for public use in Constituency 063,3264149.68,3219408.67,3240990.7,2024-09-28,2024-10-22,2024-11-17,219,193,Completed,AG0047,V00113,27.559991,80.591978,1,1,1,0,2,0,none
MPLADS-W001749,MP0063,Sikkim,District 063,Constituency 063,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 063,3064530.11,3194467.96,3247171.23,2024-11-03,2024-12-24,2025-02-02,114,292,In Progress,AG0047,V00078,27.367961,80.767427,0,1,1,0,4,1,delay_anomaly
MPLADS-W001750,MP0063,Sikkim,District 063,Constituency 063,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 063,1225597.59,1317812.23,1366746.56,2024-07-17,2024-08-21,2024-09-23,173,191,In Progress,AG0047,V00246,27.345934,80.511864,0,1,1,5,5,1,duplicate_work
MPLADS-W001751,MP0063,Sikkim,District 063,Constituency 063,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 063,1990024.94,2043196.16,2035005.96,2025-01-24,2025-02-16,2025-03-13,207,202,In Progress,AG0008,V00078,27.357222,80.607898,1,1,1,6,6,1,duplicate_work
MPLADS-W001752,MP0063,Sikkim,District 063,Constituency 063,Community,Bus Shelter,Bus Shelter for public use in Constituency 063,2038512.0,2029112.8,2060692.96,2024-11-06,2024-12-17,2025-01-13,121,103,Completed,AG0045,V00113,27.475944,80.494173,1,1,1,1,4,0,none
MPLADS-W001753,MP0063,Sikkim,District 063,Constituency 063,Community,Community Hall,Community Hall for public use in Constituency 063,2295454.76,2343650.37,2170702.04,2024-10-09,2024-11-27,2024-12-13,137,154,In Progress,AG0047,V00078,27.41935,80.623407,1,1,1,0,3,0,none
MPLADS-W001754,MP0063,Sikkim,District 063,Constituency 063,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 063,3320820.56,3443963.48,3788291.13,2025-05-18,2025-06-13,2025-07-16,137,168,Completed,AG0047,V00113,27.383438,80.721836,0,1,1,3,4,1,duplicate_work
MPLADS-W001755,MP0063,Sikkim,District 063,Constituency 063,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 063,1832337.2,1890244.24,1976999.75,2024-07-17,2024-08-31,2024-09-24,156,158,In Progress,AG0045,V00135,27.570476,80.50408,0,1,1,3,6,1,duplicate_work
MPLADS-W001756,MP0063,Sikkim,District 063,Constituency 063,Water,Borewell,Borewell for public use in Constituency 063,1535763.69,1561041.47,1535336.65,2024-11-11,2024-12-31,2025-01-22,249,229,In Progress,AG0008,V00135,27.368027,80.574804,1,1,1,0,4,0,none
MPLADS-W001757,MP0063,Sikkim,District 063,Constituency 063,Road,Road Repair,Road Repair for public use in Constituency 063,1937596.79,2003555.75,2231170.63,2024-08-01,2024-09-01,2024-09-16,237,222,Completed,AG0047,V00078,27.296712,80.757449,0,1,1,6,4,1,duplicate_work
MPLADS-W001758,MP0063,Sikkim,District 063,Constituency 063,Water,Borewell,Borewell for public use in Constituency 063,2045380.2,2061047.2,2167567.35,2024-07-18,2024-08-26,2024-09-25,258,262,In Progress,AG0045,V00246,27.490468,80.501469,1,1,1,2,6,1,duplicate_work
MPLADS-W001759,MP0063,Sikkim,District 063,Constituency 063,Electricity,Electrification,Electrification for public use in Constituency 063,2759141.06,4393497.67,5271558.76,2025-03-20,2025-04-30,2025-05-19,189,219,Completed,AG0047,V00246,27.342932,80.549179,1,1,0,0,7,1,cost_anomaly
MPLADS-W001760,MP0063,Sikkim,District 063,Constituency 063,Road,Bridge Approach,Bridge Approach for public use in Constituency 063,2949755.4,2895952.58,2917825.54,2025-05-09,2025-06-16,2025-07-08,144,125,Sanctioned,AG0008,V00135,27.454725,80.718195,1,1,1,0,3,0,none
MPLADS-W001761,MP0063,Sikkim,District 063,Constituency 063,Education,School Library,School Library for public use in Constituency 063,2376965.6,2361871.77,2406156.75,2024-11-17,2025-01-05,2025-02-03,145,341,Completed,AG0045,V00078,27.507156,80.63326,1,1,1,0,2,1,delay_anomaly
MPLADS-W001762,MP0063,Sikkim,District 063,Constituency 063,Sports,Sports Complex,Sports Complex for public use in Constituency 063,2574426.56,2598284.98,2492775.86,2025-07-18,2025-09-04,2025-09-19,143,116,Completed,AG0045,V00135,27.419699,80.583521,1,1,1,0,2,0,none
MPLADS-W001763,MP0063,Sikkim,District 063,Constituency 063,Water,Borewell,Borewell for public use in Constituency 063,3428085.42,3450042.84,3208974.84,2025-02-17,2025-03-27,2025-04-13,99,119,Completed,AG0045,V00078,27.4483,80.503032,1,1,1,0,4,0,none
MPLADS-W001764,MP0063,Sikkim,District 063,Constituency 063,Road,Bridge Approach,Bridge Approach for public use in Constituency 063,1752154.82,1744580.06,1707542.2,2024-11-29,2025-01-11,2025-02-11,132,128,In Progress,AG0045,V00135,27.585422,80.78271,1,1,1,0,4,0,none
MPLADS-W001765,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Road,Road Construction,Road Construction for public use in Constituency 064,1133054.77,1536083.0,1905280.03,2024-08-04,2024-12-20,2025-02-07,220,280,In Progress,AG0004,V00004,12.143704,71.120532,1,1,1,1,3,1,cost_anomaly
MPLADS-W001766,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Water,Water Tank,Water Tank for public use in Constituency 064,1150659.6,1478699.41,1934076.66,2025-01-30,2025-07-08,2025-10-23,240,263,In Progress,AG0119,V00029,12.307521,70.949839,1,1,1,0,5,1,cost_anomaly
MPLADS-W001767,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Electricity,Electrification,Electrification for public use in Constituency 064,1534424.2,1544036.65,1581971.61,2024-04-08,2024-07-24,2024-11-02,269,252,In Progress,AG0098,V00004,12.114607,71.22355,1,1,1,0,3,0,none
MPLADS-W001768,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 064,1254238.6,1261010.91,1231605.09,2024-06-07,2024-09-06,2024-12-15,155,131,In Progress,AG0004,V00029,12.077261,71.207372,1,1,1,0,2,0,none
MPLADS-W001769,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 064,1253920.83,1206160.79,853157.64,2024-09-16,2025-01-02,2025-04-08,176,445,In Progress,AG0119,V00009,12.0854,71.108299,0,1,1,0,5,1,delay_anomaly
MPLADS-W001770,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Water,RO Plant,RO Plant for public use in Constituency 064,1219701.44,1268440.8,1282841.62,2024-09-01,2024-11-19,2025-03-05,131,180,Completed,AG0119,V00004,12.229687,71.080371,0,1,1,2,4,1,duplicate_work
MPLADS-W001771,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Sports Complex,Sports Complex for public use in Constituency 064,540999.53,533815.6,383607.83,2024-09-16,2025-03-09,2025-05-10,107,375,Sanctioned,AG0098,V00004,12.340211,71.143047,0,0,1,0,4,1,delay_anomaly
MPLADS-W001772,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Open Gym,Open Gym for public use in Constituency 064,1655846.58,1682771.56,1894291.18,2024-10-18,2024-11-28,2025-03-19,173,192,Completed,AG0119,V00029,12.251081,71.061418,0,1,1,5,4,1,duplicate_work
MPLADS-W001773,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Playground,Playground for public use in Constituency 064,772892.32,787632.44,802956.21,2024-07-13,2024-11-26,2025-01-05,102,75,Completed,AG0098,V00004,12.140757,70.978097,1,1,1,0,2,0,none
MPLADS-W001774,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Education,School Building,School Building for public use in Constituency 064,1313535.49,1363657.18,1367059.59,2024-05-21,2024-10-10,2024-12-15,181,197,Completed,AG0098,V00004,12.155539,71.051467,1,1,1,0,4,0,none
MPLADS-W001775,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 064,957514.49,1079898.49,1437788.98,2024-09-13,2025-01-09,2025-03-20,216,258,Completed,AG0098,V00009,12.246857,71.007968,0,0,0,1,15,1,payment_anomaly
MPLADS-W001776,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Road,Road Construction,Road Construction for public use in Constituency 064,1589498.32,1824739.75,2262069.33,2024-10-15,2025-04-02,2025-06-23,176,309,Completed,AG0098,V00009,12.2442,71.171838,0,0,0,1,4,1,ghost_asset
MPLADS-W001777,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 064,1446951.31,1713671.02,2212358.16,2024-09-28,2025-01-06,2025-03-13,117,234,Completed,AG0119,V00009,12.076747,71.156094,0,1,1,2,4,1,vendor_anomaly
MPLADS-W001778,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 064,1620966.26,1600076.31,1586143.11,2024-04-09,2024-09-22,2024-11-15,171,143,Completed,AG0119,V00004,12.238831,71.153933,1,1,1,0,3,0,none
MPLADS-W001779,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 064,1507530.6,1519958.03,1534776.87,2025-06-26,2025-10-15,2025-12-13,129,131,Completed,AG0004,V00004,12.16385,70.994056,1,1,1,0,2,0,none
MPLADS-W001780,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Road,Road Repair,Road Repair for public use in Constituency 064,1010420.44,1072387.9,1058928.78,2024-04-16,2024-07-31,2024-11-28,107,93,In Progress,AG0004,V00004,12.27427,71.043708,0,1,1,5,3,1,duplicate_work
MPLADS-W001781,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Playground,Playground for public use in Constituency 064,1426941.69,1362427.74,1272226.74,2025-06-05,2025-09-17,2025-11-24,129,311,Sanctioned,AG0098,V00009,12.265111,71.207761,0,1,1,0,2,1,delay_anomaly
MPLADS-W001782,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Playground,Playground for public use in Constituency 064,1333106.26,2144082.59,3047550.33,2024-09-29,2025-02-07,2025-05-31,215,225,In Progress,AG0004,V00009,12.27268,71.012526,1,1,1,0,7,1,cost_anomaly
MPLADS-W001783,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 064,1511635.09,1582961.83,1343227.27,2024-06-11,2024-11-03,2024-11-28,133,260,In Progress,AG0119,V00004,12.283323,71.185787,1,0,1,0,2,1,delay_anomaly
MPLADS-W001784,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Education,Smart Classroom,Smart Classroom for public use in Constituency 064,1632489.18,2184413.98,2471297.34,2024-12-23,2025-04-08,2025-07-20,94,173,In Progress,AG0004,V00004,12.196673,70.958341,0,1,0,3,9,1,vendor_anomaly
MPLADS-W001785,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Sports,Open Gym,Open Gym for public use in Constituency 064,801395.5,907470.76,1096456.06,2024-12-29,2025-05-24,2025-08-15,182,216,Completed,AG0004,V00004,12.25633,71.12527,0,0,0,1,9,1,payment_anomaly
MPLADS-W001786,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Education,School Toilet,School Toilet for public use in Constituency 064,1411251.42,1375439.51,1311522.07,2024-04-02,2024-09-12,2024-12-12,123,113,In Progress,AG0004,V00029,12.204665,71.034933,1,1,1,0,4,0,none
MPLADS-W001787,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 064,1640768.18,1736822.53,1507371.54,2025-01-18,2025-06-09,2025-07-24,152,470,Completed,AG0004,V00029,12.333945,71.029776,0,0,1,0,4,1,delay_anomaly
MPLADS-W001788,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Water,Borewell,Borewell for public use in Constituency 064,1415816.1,1384518.14,1391379.02,2024-11-22,2025-04-13,2025-07-08,164,147,Completed,AG0119,V00004,12.2071,70.95773,1,1,1,0,3,0,none
MPLADS-W001789,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Community,Bus Shelter,Bus Shelter for public use in Constituency 064,830751.32,824256.48,826253.01,2025-06-06,2025-09-03,2025-12-21,254,229,In Progress,AG0119,V00004,12.092059,71.123344,1,1,1,0,4,0,none
MPLADS-W001790,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Education,Smart Classroom,Smart Classroom for public use in Constituency 064,1336126.61,1352579.29,1357548.21,2025-05-04,2025-07-15,2025-09-26,182,188,Completed,AG0119,V00004,12.123615,71.101611,1,1,1,0,4,0,none
MPLADS-W001791,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Education,School Toilet,School Toilet for public use in Constituency 064,1593101.19,2429245.0,3239157.48,2024-06-08,2024-11-07,2025-03-04,126,164,In Progress,AG0004,V00029,12.291096,71.025442,0,1,0,0,4,1,cost_anomaly
MPLADS-W001792,MP0064,Andaman and Nicobar Islands,District 064,Constituency 064,Road,Road Construction,Road Construction for public use in Constituency 064,1318391.17,1362291.89,1254941.25,2025-03-29,2025-08-20,2025-10-24,159,174,Completed,AG0004,V00029,12.331198,70.991066,1,1,1,0,4,0,none
MPLADS-W001793,MP0065,Andhra Pradesh,District 065,Constituency 065,Water,RO Plant,RO Plant for public use in Constituency 065,2197126.16,2566487.88,3097633.29,2024-11-15,2025-03-12,2025-07-05,156,239,Completed,AG0023,V00025,20.162452,87.660096,0,1,0,1,6,1,ghost_asset
MPLADS-W001794,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 065,803388.86,860341.99,721605.09,2025-06-06,2025-11-03,2026-03-03,143,382,Sanctioned,AG0149,V00025,20.214587,87.414186,0,1,1,0,2,1,delay_anomaly
MPLADS-W001795,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Bus Shelter,Bus Shelter for public use in Constituency 065,1770395.5,2799101.4,4056103.01,2024-10-25,2025-04-18,2025-06-08,219,255,In Progress,AG0149,V00015,20.168759,87.506238,0,1,0,0,3,1,cost_anomaly
MPLADS-W001796,MP0065,Andhra Pradesh,District 065,Constituency 065,Education,School Toilet,School Toilet for public use in Constituency 065,1531281.67,1824733.02,2005390.09,2025-01-29,2025-06-15,2025-10-05,117,164,Completed,AG0023,V00025,20.012653,87.458069,1,1,1,3,4,1,vendor_anomaly
MPLADS-W001797,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Community Hall,Community Hall for public use in Constituency 065,1518518.56,1567859.56,1599843.78,2024-12-18,2025-02-25,2025-03-25,256,226,In Progress,AG0063,V00015,19.954531,87.415436,1,1,1,1,3,0,none
