mp_id,mp_name,state,constituency,constituency_type,party,house,tenure_start,by_election_flag,annual_allocation_inr
MP0252,MP Representative 252,Manipur,Constituency 252,ST,BJP,Lok Sabha,2024-06-01,0,165000000
MP0253,MP Representative 253,Sikkim,Constituency 253,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0254,MP Representative 254,Andaman and Nicobar Islands,Constituency 254,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0255,MP Representative 255,Andhra Pradesh,Constituency 255,General,TMC,Rajya Sabha,2022-06-01,0,147000000
MP0256,MP Representative 256,Haryana,Constituency 256,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0257,MP Representative 257,Manipur,Constituency 257,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0258,MP Representative 258,Sikkim,Constituency 258,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0259,MP Representative 259,Andaman and Nicobar Islands,Constituency 259,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0260,MP Representative 260,Andhra Pradesh,Constituency 260,General,RJD,Rajya Sabha,2022-06-01,0,147000000
MP0261,MP Representative 261,Haryana,Constituency 261,General,YSRCP,Lok Sabha,2024-06-01,0,122500000
MP0262,MP Representative 262,Manipur,Constituency 262,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0263,MP Representative 263,Sikkim,Constituency 263,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0264,MP Representative 264,Andaman and Nicobar Islands,Constituency 264,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0265,MP Representative 265,Andhra Pradesh,Constituency 265,General,INC,Rajya Sabha,2022-06-01,0,147000000
MP0266,MP Representative 266,Haryana,Constituency 266,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0267,MP Representative 267,Manipur,Constituency 267,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0268,MP Representative 268,Sikkim,Constituency 268,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0269,MP Representative 269,Andaman and Nicobar Islands,Constituency 269,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0270,MP Representative 270,Andhra Pradesh,Constituency 270,ST,SP,Rajya Sabha,2022-06-01,0,122500000
MP0271,MP Representative 271,Haryana,Constituency 271,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0272,MP Representative 272,Manipur,Constituency 272,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0273,MP Representative 273,Sikkim,Constituency 273,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0274,MP Representative 274,Andaman and Nicobar Islands,Constituency 274,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0275,MP Representative 275,Andhra Pradesh,Constituency 275,General,Other,Rajya Sabha,2022-06-01,0,147000000
MP0276,MP Representative 276,Haryana,Constituency 276,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0277,MP Representative 277,Manipur,Constituency 277,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0278,MP Representative 278,Sikkim,Constituency 278,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0279,MP Representative 279,Andaman and Nicobar Islands,Constituency 279,General,TMC,Lok Sabha,2024-06-01,1,245000000
MP0280,MP Representative 280,Andhra Pradesh,Constituency 280,General,BJD,Rajya Sabha,2022-06-01,0,147000000
MP0281,MP Representative 281,Haryana,Constituency 281,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0282,MP Representative 282,Manipur,Constituency 282,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0283,MP Representative 283,Sikkim,Constituency 283,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0284,MP Representative 284,Andaman and Nicobar Islands,Constituency 284,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0285,MP Representative 285,Andhra Pradesh,Constituency 285,General,YSRCP,Rajya Sabha,2022-06-01,0,147000000
MP0286,MP Representative 286,Haryana,Constituency 286,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0287,MP Representative 287,Manipur,Constituency 287,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0288,MP Representative 288,Sikkim,Constituency 288,ST,BJP,Lok Sabha,2024-06-01,0,122500000
MP0289,MP Representative 289,Andaman and Nicobar Islands,Constituency 289,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0290,MP Representative 290,Andhra Pradesh,Constituency 290,General,AAP,Rajya Sabha,2022-06-01,0,147000000
MP0291,MP Representative 291,Haryana,Constituency 291,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0292,MP Representative 292,Manipur,Constituency 292,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0293,MP Representative 293,Sikkim,Constituency 293,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0294,MP Representative 294,Andaman and Nicobar Islands,Constituency 294,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0295,MP Representative 295,Andhra Pradesh,Constituency 295,General,JD(U),Rajya Sabha,2022-06-01,0,147000000
MP0296,MP Representative 296,Haryana,Constituency 296,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0297,MP Representative 297,Manipur,Constituency 297,General,YSRCP,Lok Sabha,2024-06-01,0,165000000
MP0298,MP Representative 298,Sikkim,Constituency 298,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0299,MP Representative 299,Andaman and Nicobar Islands,Constituency 299,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0300,MP Representative 300,Andhra Pradesh,Constituency 300,ST,BJP,Rajya Sabha,2022-06-01,0,147000000
MP0301,MP Representative 301,Haryana,Constituency 301,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0302,MP Representative 302,Manipur,Constituency 302,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0303,MP Representative 303,Sikkim,Constituency 303,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0304,MP Representative 304,Andaman and Nicobar Islands,Constituency 304,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0305,MP Representative 305,Andhra Pradesh,Constituency 305,General,DMK,Rajya Sabha,2022-06-01,0,147000000
MP0306,MP Representative 306,Haryana,Constituency 306,ST,SP,Lok Sabha,2024-06-01,0,165000000
MP0307,MP Representative 307,Manipur,Constituency 307,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0308,MP Representative 308,Sikkim,Constituency 308,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0309,MP Representative 309,Andaman and Nicobar Islands,Constituency 309,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0310,MP Representative 310,Andhra Pradesh,Constituency 310,General,TDP,Rajya Sabha,2022-06-01,1,147000000
MP0311,MP Representative 311,Haryana,Constituency 311,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0312,MP Representative 312,Manipur,Constituency 312,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0313,MP Representative 313,Sikkim,Constituency 313,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0314,MP Representative 314,Andaman and Nicobar Islands,Constituency 314,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0315,MP Representative 315,Andhra Pradesh,Constituency 315,General,TMC,Rajya Sabha,2022-06-01,0,165000000
MP0316,MP Representative 316,Haryana,Constituency 316,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0317,MP Representative 317,Manipur,Constituency 317,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0318,MP Representative 318,Sikkim,Constituency 318,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0319,MP Representative 319,Andaman and Nicobar Islands,Constituency 319,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0320,MP Representative 320,Andhra Pradesh,Constituency 320,General,RJD,Rajya Sabha,2022-06-01,0,147000000
MP0321,MP Representative 321,Haryana,Constituency 321,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0322,MP Representative 322,Manipur,Constituency 322,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0323,MP Representative 323,Sikkim,Constituency 323,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0324,MP Representative 324,Andaman and Nicobar Islands,Constituency 324,ST,BJP,Lok Sabha,2024-06-01,0,122500000
MP0325,MP Representative 325,Andhra Pradesh,Constituency 325,General,INC,Rajya Sabha,2022-06-01,0,147000000
MP0326,MP Representative 326,Haryana,Constituency 326,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0327,MP Representative 327,Manipur,Constituency 327,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0328,MP Representative 328,Sikkim,Constituency 328,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0329,MP Representative 329,Andaman and Nicobar Islands,Constituency 329,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0330,MP Representative 330,Andhra Pradesh,Constituency 330,ST,SP,Rajya Sabha,2022-06-01,0,147000000
MP0331,MP Representative 331,Haryana,Constituency 331,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0332,MP Representative 332,Manipur,Constituency 332,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0333,MP Representative 333,Sikkim,Constituency 333,General,YSRCP,Lok Sabha,2024-06-01,0,245000000
MP0334,MP Representative 334,Andaman and Nicobar Islands,Constituency 334,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0335,MP Representative 335,Andhra Pradesh,Constituency 335,General,Other,Rajya Sabha,2022-06-01,0,147000000
MP0336,MP Representative 336,Haryana,Constituency 336,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0337,MP Representative 337,Manipur,Constituency 337,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0338,MP Representative 338,Sikkim,Constituency 338,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0339,MP Representative 339,Andaman and Nicobar Islands,Constituency 339,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0340,MP Representative 340,Andhra Pradesh,Constituency 340,General,BJD,Rajya Sabha,2022-06-01,0,147000000
MP0341,MP Representative 341,Haryana,Constituency 341,General,DMK,Lok Sabha,2024-06-01,1,147000000
MP0342,MP Representative 342,Manipur,Constituency 342,ST,SP,Lok Sabha,2024-06-01,0,122500000
MP0343,MP Representative 343,Sikkim,Constituency 343,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0344,MP Representative 344,Andaman and Nicobar Islands,Constituency 344,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0345,MP Representative 345,Andhra Pradesh,Constituency 345,General,YSRCP,Rajya Sabha,2022-06-01,0,147000000
MP0346,MP Representative 346,Haryana,Constituency 346,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0347,MP Representative 347,Manipur,Constituency 347,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0348,MP Representative 348,Sikkim,Constituency 348,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0349,MP Representative 349,Andaman and Nicobar Islands,Constituency 349,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0350,MP Representative 350,Andhra Pradesh,Constituency 350,General,AAP,Rajya Sabha,2022-06-01,0,147000000
MP0351,MP Representative 351,Haryana,Constituency 351,General,TMC,Lok Sabha,2024-06-01,0,245000000
MP0352,MP Representative 352,Manipur,Constituency 352,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0353,MP Representative 353,Sikkim,Constituency 353,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0354,MP Representative 354,Andaman and Nicobar Islands,Constituency 354,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0355,MP Representative 355,Andhra Pradesh,Constituency 355,General,JD(U),Rajya Sabha,2022-06-01,0,147000000
MP0356,MP Representative 356,Haryana,Constituency 356,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0357,MP Representative 357,Manipur,Constituency 357,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0358,MP Representative 358,Sikkim,Constituency 358,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0359,MP Representative 359,Andaman and Nicobar Islands,Constituency 359,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0360,MP Representative 360,Andhra Pradesh,Constituency 360,ST,BJP,Rajya Sabha,2022-06-01,0,122500000
MP0361,MP Representative 361,Haryana,Constituency 361,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0362,MP Representative 362,Manipur,Constituency 362,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0363,MP Representative 363,Sikkim,Constituency 363,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0364,MP Representative 364,Andaman and Nicobar Islands,Constituency 364,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0365,MP Representative 365,Andhra Pradesh,Constituency 365,General,DMK,Rajya Sabha,2022-06-01,0,147000000
MP0366,MP Representative 366,Haryana,Constituency 366,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0367,MP Representative 367,Manipur,Constituency 367,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0368,MP Representative 368,Sikkim,Constituency 368,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0369,MP Representative 369,Andaman and Nicobar Islands,Constituency 369,General,YSRCP,Lok Sabha,2024-06-01,0,165000000
MP0370,MP Representative 370,Andhra Pradesh,Constituency 370,General,TDP,Rajya Sabha,2022-06-01,0,147000000
MP0371,MP Representative 371,Haryana,Constituency 371,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0372,MP Representative 372,Manipur,Constituency 372,ST,BJP,Lok Sabha,2024-06-01,1,147000000
MP0373,MP Representative 373,Sikkim,Constituency 373,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0374,MP Representative 374,Andaman and Nicobar Islands,Constituency 374,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0375,MP Representative 375,Andhra Pradesh,Constituency 375,General,TMC,Rajya Sabha,2022-06-01,0,147000000
MP0376,MP Representative 376,Haryana,Constituency 376,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0377,MP Representative 377,Manipur,Constituency 377,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0378,MP Representative 378,Sikkim,Constituency 378,ST,SP,Lok Sabha,2024-06-01,0,165000000
MP0379,MP Representative 379,Andaman and Nicobar Islands,Constituency 379,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0380,MP Representative 380,Andhra Pradesh,Constituency 380,General,RJD,Rajya Sabha,2022-06-01,0,147000000
MP0381,MP Representative 381,Haryana,Constituency 381,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0382,MP Representative 382,Manipur,Constituency 382,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0383,MP Representative 383,Sikkim,Constituency 383,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0384,MP Representative 384,Andaman and Nicobar Islands,Constituency 384,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0385,MP Representative 385,Andhra Pradesh,Constituency 385,General,INC,Rajya Sabha,2022-06-01,0,147000000
MP0386,MP Representative 386,Haryana,Constituency 386,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0387,MP Representative 387,Manipur,Constituency 387,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0388,MP Representative 388,Sikkim,Constituency 388,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0389,MP Representative 389,Andaman and Nicobar Islands,Constituency 389,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0390,MP Representative 390,Andhra Pradesh,Constituency 390,ST,SP,Rajya Sabha,2022-06-01,0,147000000
MP0391,MP Representative 391,Haryana,Constituency 391,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0392,MP Representative 392,Manipur,Constituency 392,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0393,MP Representative 393,Sikkim,Constituency 393,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0394,MP Representative 394,Andaman and Nicobar Islands,Constituency 394,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0395,MP Representative 395,Andhra Pradesh,Constituency 395,General,Other,Rajya Sabha,2022-06-01,0,147000000
MP0396,MP Representative 396,Haryana,Constituency 396,ST,BJP,Lok Sabha,2024-06-01,0,122500000
MP0397,MP Representative 397,Manipur,Constituency 397,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0398,MP Representative 398,Sikkim,Constituency 398,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0399,MP Representative 399,Andaman and Nicobar Islands,Constituency 399,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0400,MP Representative 400,Andhra Pradesh,Constituency 400,General,BJD,Rajya Sabha,2022-06-01,0,147000000
MP0401,MP Representative 401,Haryana,Constituency 401,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0402,MP Representative 402,Manipur,Constituency 402,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0403,MP Representative 403,Sikkim,Constituency 403,General,JD(U),Lok Sabha,2024-06-01,1,147000000
MP0404,MP Representative 404,Andaman and Nicobar Islands,Constituency 404,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0405,MP Representative 405,Andhra Pradesh,Constituency 405,General,YSRCP,Rajya Sabha,2022-06-01,0,122500000
MP0406,MP Representative 406,Haryana,Constituency 406,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0407,MP Representative 407,Manipur,Constituency 407,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0408,MP Representative 408,Sikkim,Constituency 408,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0409,MP Representative 409,Andaman and Nicobar Islands,Constituency 409,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0410,MP Representative 410,Andhra Pradesh,Constituency 410,General,AAP,Rajya Sabha,2022-06-01,0,147000000
MP0411,MP Representative 411,Haryana,Constituency 411,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0412,MP Representative 412,Manipur,Constituency 412,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0413,MP Representative 413,Sikkim,Constituency 413,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0414,MP Representative 414,Andaman and Nicobar Islands,Constituency 414,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0415,MP Representative 415,Andhra Pradesh,Constituency 415,General,JD(U),Rajya Sabha,2022-06-01,0,147000000
MP0416,MP Representative 416,Haryana,Constituency 416,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0417,MP Representative 417,Manipur,Constituency 417,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0418,MP Representative 418,Sikkim,Constituency 418,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0419,MP Representative 419,Andaman and Nicobar Islands,Constituency 419,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0420,MP Representative 420,Andhra Pradesh,Constituency 420,ST,BJP,Rajya Sabha,2022-06-01,0,147000000
MP0421,MP Representative 421,Haryana,Constituency 421,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0422,MP Representative 422,Manipur,Constituency 422,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0423,MP Representative 423,Sikkim,Constituency 423,General,TMC,Lok Sabha,2024-06-01,0,165000000
MP0424,MP Representative 424,Andaman and Nicobar Islands,Constituency 424,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0425,MP Representative 425,Andhra Pradesh,Constituency 425,General,DMK,Rajya Sabha,2022-06-01,0,147000000
MP0426,MP Representative 426,Haryana,Constituency 426,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0427,MP Representative 427,Manipur,Constituency 427,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0428,MP Representative 428,Sikkim,Constituency 428,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0429,MP Representative 429,Andaman and Nicobar Islands,Constituency 429,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0430,MP Representative 430,Andhra Pradesh,Constituency 430,General,TDP,Rajya Sabha,2022-06-01,0,147000000
MP0431,MP Representative 431,Haryana,Constituency 431,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0432,MP Representative 432,Manipur,Constituency 432,ST,BJP,Lok Sabha,2024-06-01,0,122500000
MP0433,MP Representative 433,Sikkim,Constituency 433,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0434,MP Representative 434,Andaman and Nicobar Islands,Constituency 434,General,AAP,Lok Sabha,2024-06-01,1,147000000
MP0435,MP Representative 435,Andhra Pradesh,Constituency 435,General,TMC,Rajya Sabha,2022-06-01,0,147000000
MP0436,MP Representative 436,Haryana,Constituency 436,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0437,MP Representative 437,Manipur,Constituency 437,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0438,MP Representative 438,Sikkim,Constituency 438,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0439,MP Representative 439,Andaman and Nicobar Islands,Constituency 439,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0440,MP Representative 440,Andhra Pradesh,Constituency 440,General,RJD,Rajya Sabha,2022-06-01,0,147000000
MP0441,MP Representative 441,Haryana,Constituency 441,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0442,MP Representative 442,Manipur,Constituency 442,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0443,MP Representative 443,Sikkim,Constituency 443,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0444,MP Representative 444,Andaman and Nicobar Islands,Constituency 444,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0445,MP Representative 445,Andhra Pradesh,Constituency 445,General,INC,Rajya Sabha,2022-06-01,0,147000000
MP0446,MP Representative 446,Haryana,Constituency 446,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0447,MP Representative 447,Manipur,Constituency 447,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0448,MP Representative 448,Sikkim,Constituency 448,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0449,MP Representative 449,Andaman and Nicobar Islands,Constituency 449,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0450,MP Representative 450,Andhra Pradesh,Constituency 450,ST,SP,Rajya Sabha,2022-06-01,0,122500000
MP0451,MP Representative 451,Haryana,Constituency 451,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0452,MP Representative 452,Manipur,Constituency 452,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0453,MP Representative 453,Sikkim,Constituency 453,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0454,MP Representative 454,Andaman and Nicobar Islands,Constituency 454,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0455,MP Representative 455,Andhra Pradesh,Constituency 455,General,Other,Rajya Sabha,2022-06-01,0,147000000
MP0456,MP Representative 456,Haryana,Constituency 456,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0457,MP Representative 457,Manipur,Constituency 457,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0458,MP Representative 458,Sikkim,Constituency 458,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0459,MP Representative 459,Andaman and Nicobar Islands,Constituency 459,General,TMC,Lok Sabha,2024-06-01,0,245000000
MP0460,MP Representative 460,Andhra Pradesh,Constituency 460,General,BJD,Rajya Sabha,2022-06-01,0,147000000
MP0461,MP Representative 461,Haryana,Constituency 461,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0462,MP Representative 462,Manipur,Constituency 462,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0463,MP Representative 463,Sikkim,Constituency 463,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0464,MP Representative 464,Andaman and Nicobar Islands,Constituency 464,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0465,MP Representative 465,Andhra Pradesh,Constituency 465,General,YSRCP,Rajya Sabha,2022-06-01,1,147000000
MP0466,MP Representative 466,Haryana,Constituency 466,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0467,MP Representative 467,Manipur,Constituency 467,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0468,MP Representative 468,Sikkim,Constituency 468,ST,BJP,Lok Sabha,2024-06-01,0,165000000
MP0469,MP Representative 469,Andaman and Nicobar Islands,Constituency 469,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0470,MP Representative 470,Andhra Pradesh,Constituency 470,General,AAP,Rajya Sabha,2022-06-01,0,147000000
MP0471,MP Representative 471,Haryana,Constituency 471,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0472,MP Representative 472,Manipur,Constituency 472,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0473,MP Representative 473,Sikkim,Constituency 473,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0474,MP Representative 474,Andaman and Nicobar Islands,Constituency 474,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0475,MP Representative 475,Andhra Pradesh,Constituency 475,General,JD(U),Rajya Sabha,2022-06-01,0,147000000
MP0476,MP Representative 476,Haryana,Constituency 476,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0477,MP Representative 477,Manipur,Constituency 477,General,YSRCP,Lok Sabha,2024-06-01,0,245000000
MP0478,MP Representative 478,Sikkim,Constituency 478,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0479,MP Representative 479,Andaman and Nicobar Islands,Constituency 479,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0480,MP Representative 480,Andhra Pradesh,Constituency 480,ST,BJP,Rajya Sabha,2022-06-01,0,147000000
MP0481,MP Representative 481,Haryana,Constituency 481,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0482,MP Representative 482,Manipur,Constituency 482,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0483,MP Representative 483,Sikkim,Constituency 483,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0484,MP Representative 484,Andaman and Nicobar Islands,Constituency 484,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0485,MP Representative 485,Andhra Pradesh,Constituency 485,General,DMK,Rajya Sabha,2022-06-01,0,147000000
MP0486,MP Representative 486,Haryana,Constituency 486,ST,SP,Lok Sabha,2024-06-01,0,165000000
MP0487,MP Representative 487,Manipur,Constituency 487,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0488,MP Representative 488,Sikkim,Constituency 488,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0489,MP Representative 489,Andaman and Nicobar Islands,Constituency 489,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0490,MP Representative 490,Andhra Pradesh,Constituency 490,General,TDP,Rajya Sabha,2022-06-01,0,147000000
MP0491,MP Representative 491,Haryana,Constituency 491,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0492,MP Representative 492,Manipur,Constituency 492,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0493,MP Representative 493,Sikkim,Constituency 493,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0494,MP Representative 494,Andaman and Nicobar Islands,Constituency 494,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0495,MP Representative 495,Andhra Pradesh,Constituency 495,General,TMC,Rajya Sabha,2022-06-01,0,147000000
MP0496,MP Representative 496,Haryana,Constituency 496,General,BJD,Lok Sabha,2024-06-01,1,147000000
MP0497,MP Representative 497,Manipur,Constituency 497,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0498,MP Representative 498,Sikkim,Constituency 498,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0499,MP Representative 499,Andaman and Nicobar Islands,Constituency 499,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0500,MP Representative 500,Andhra Pradesh,Constituency 500,General,RJD,Rajya Sabha,2022-06-01,0,147000000
MP0501,MP Representative 501,Haryana,Constituency 501,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0502,MP Representative 502,Manipur,Constituency 502,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0503,MP Representative 503,Sikkim,Constituency 503,General,Other,Lok Sabha,2024-06-01,0,147000000
